Seq_HBWBLv5,Scientific_name,Order,Family,Common_name,SISRecID,AvibaseID,Parasite,Mound,NestSite_ground,NestSite_tree,NestSite_nontree,NestSite_cliff_bank,NestSite_underground,NestSite_waterbody,NestSite_termite_ant,NestStr_scrape,NestStr_platform,NestStr_cup,NestStr_dome,NestStr_dome_tunnel,NestStr_primary_cavity,NestStr_second_cavity,NestAtt_basal,NestAtt_forked,NestAtt_lateral,NestAtt_pensile,Ref_site,Ref_str,Ref_att,Identifier,Retrieval_time
2761,Ninox malaitae,Strigiformes,Strigidae,Malaita Boobook,45449331,AVIBASE-B901A687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2762,Ninox roseoaxillaris,Strigiformes,Strigidae,Makira Boobook,45449334,AVIBASE-AB7D1006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2763,Uroglaux dimorpha,Strigiformes,Strigidae,Papuan Hawk-owl,22689490,AVIBASE-21835A3B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2764,Sceloglaux albifacies,Strigiformes,Strigidae,Laughing Owl,22689496,AVIBASE-1F14F0A8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2765,Mascarenotus grucheti,Strigiformes,Strigidae,Reunion Owl,22728866,AVIBASE-42F88785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2766,Mascarenotus murivorus,Strigiformes,Strigidae,Rodrigues Owl,22728856,AVIBASE-180ED7CC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2767,Mascarenotus sauzieri,Strigiformes,Strigidae,Mauritius Owl,22728861,AVIBASE-653134CC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2768,Surnia ulula,Strigiformes,Strigidae,Northern Hawk-owl,22689189,AVIBASE-C2018A5D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2769,Glaucidium passerinum,Strigiformes,Strigidae,Eurasian Pygmy-owl,22689194,AVIBASE-79E2AC7C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2770,Glaucidium brodiei,Strigiformes,Strigidae,Collared Owlet,22689200,AVIBASE-BD6F3561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,"Su, Tsai",[2018 Sep~2018 Dec]
2771,Glaucidium perlatum,Strigiformes,Strigidae,Pearl-spotted Owlet,22689203,AVIBASE-70CB00EC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
2772,Glaucidium tephronotum,Strigiformes,Strigidae,Red-chested Owlet,22689267,AVIBASE-E05A96F3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2773,Glaucidium sjostedti,Strigiformes,Strigidae,Sjostedt's Owlet,22689271,AVIBASE-9C464D6F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2774,Glaucidium cuculoides,Strigiformes,Strigidae,Asian Barred Owlet,22689277,AVIBASE-75E76449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2775,Glaucidium castanopterum,Strigiformes,Strigidae,Javan Owlet,22689280,AVIBASE-1EF140AD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2776,Glaucidium radiatum,Strigiformes,Strigidae,Jungle Owlet,22689283,AVIBASE-1986F1AB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
2777,Glaucidium castanotum,Strigiformes,Strigidae,Chestnut-backed Owlet,22689286,AVIBASE-9CBF957F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2778,Glaucidium capense,Strigiformes,Strigidae,African Barred Owlet,22689290,AVIBASE-6E897AF4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2779,Glaucidium castaneum,Strigiformes,Strigidae,Chestnut Owlet,22689295,AVIBASE-ADBC9DA4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2780,Glaucidium albertinum,Strigiformes,Strigidae,Albertine Owlet,22689310,AVIBASE-AFD0411D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2781,Glaucidium gnoma,Strigiformes,Strigidae,Mountain Pygmy-owl,61791135,AVIBASE-63FB826E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
2782,Glaucidium californicum,Strigiformes,Strigidae,Northern Pygmy-owl,61791401,AVIBASE-4B74B8E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
2783,Glaucidium cobanense,Strigiformes,Strigidae,Guatemalan Pygmy-owl,61791597,AVIBASE-A793D41D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2784,Glaucidium hoskinsii,Strigiformes,Strigidae,Baja Pygmy-owl,61791676,AVIBASE-9F57819B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2785,Glaucidium costaricanum,Strigiformes,Strigidae,Costa Rican Pygmy-owl,22729005,AVIBASE-B6FBDD30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2786,Glaucidium nubicola,Strigiformes,Strigidae,Cloudforest Pygmy-owl,22724604,AVIBASE-F00FC380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2787,Glaucidium jardinii,Strigiformes,Strigidae,Andean Pygmy-owl,22689222,AVIBASE-431CE379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2788,Glaucidium bolivianum,Strigiformes,Strigidae,Yungas Pygmy-owl,22689229,AVIBASE-230E64EB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
2789,Glaucidium palmarum,Strigiformes,Strigidae,Colima Pygmy-owl,22729019,AVIBASE-C831526B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2790,Glaucidium sanchezi,Strigiformes,Strigidae,Tamaulipas Pygmy-owl,22724465,AVIBASE-7081C015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2791,Glaucidium griseiceps,Strigiformes,Strigidae,Central American Pygmy-owl,22729012,AVIBASE-0F9969E8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2792,Glaucidium parkeri,Strigiformes,Strigidae,Subtropical Pygmy-owl,22729162,AVIBASE-4F3948B7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2793,Glaucidium hardyi,Strigiformes,Strigidae,Amazonian Pygmy-owl,22689234,AVIBASE-65BD222F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2794,Glaucidium minutissimum,Strigiformes,Strigidae,Least Pygmy-owl,22689240,AVIBASE-199C4CCF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2795,Glaucidium mooreorum,Strigiformes,Strigidae,Pernambuco Pygmy-owl,22733081,AVIBASE-EAFBF060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Chia,[2020 July~2021 Jan]
2796,Glaucidium brasilianum,Strigiformes,Strigidae,Ferruginous Pygmy-owl,61815999,AVIBASE-1EF8D138,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,H,H,H,"Tsao, Fang, Tsai",[2022 Nov~2022 Dec]
2797,Glaucidium tucumanum,Strigiformes,Strigidae,Tucuman Pygmy-owl,61816442,AVIBASE-FD0EA914,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2798,Glaucidium peruanum,Strigiformes,Strigidae,Peruvian Pygmy-owl,22689253,AVIBASE-7C26D709,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2799,Glaucidium nana,Strigiformes,Strigidae,Austral Pygmy-owl,22689258,AVIBASE-2A67FFCB,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,"Su, Tsai",[2022 Nov~2022 Dec]
2800,Glaucidium siju,Strigiformes,Strigidae,Cuban Pygmy-owl,22689262,AVIBASE-51EA40FE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2801,Xenoglaux loweryi,Strigiformes,Strigidae,Long-whiskered Owlet,22689320,AVIBASE-2B03EB0B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2802,Micrathene whitneyi,Strigiformes,Strigidae,Elf Owl,22689325,AVIBASE-D74BA965,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2803,Athene cunicularia,Strigiformes,Strigidae,Burrowing Owl,22689353,AVIBASE-B9EE9676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,H,H,H,"Fang, Tsai",[2022 Nov~2022 Dec]
2804,Athene brama,Strigiformes,Strigidae,Spotted Owlet,22689332,AVIBASE-DDE6A352,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2805,Athene noctua,Strigiformes,Strigidae,Little Owl,22689328,AVIBASE-9A7B268C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
2806,Athene superciliaris,Strigiformes,Strigidae,White-browed Owl,22689425,AVIBASE-8874AA69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2807,Athene blewitti,Strigiformes,Strigidae,Forest Owlet,22689335,AVIBASE-DD89F95C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2808,Aegolius funereus,Strigiformes,Strigidae,Boreal Owl,22689362,AVIBASE-8AB4EAF6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2809,Aegolius gradyi,Strigiformes,Strigidae,Bermuda Saw-whet Owl,62184893,AVIBASE-E553A88E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2023 Aug~2023 Sep]
2810,Aegolius acadicus,Strigiformes,Strigidae,Northern Saw-whet Owl,22689366,AVIBASE-26BA25EF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
2811,Aegolius ridgwayi,Strigiformes,Strigidae,Unspotted Saw-whet Owl,22689371,AVIBASE-6439759F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2812,Aegolius harrisii,Strigiformes,Strigidae,Buff-fronted Owl,22689378,AVIBASE-10C68CA3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2813,Otus sagittatus,Strigiformes,Strigidae,White-fronted Scops-owl,22688548,AVIBASE-379A4F94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2814,Otus rufescens,Strigiformes,Strigidae,Reddish Scops-owl,22688554,AVIBASE-7380A531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2815,Otus thilohoffmanni,Strigiformes,Strigidae,Serendib Scops-owl,22732040,AVIBASE-03502D31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,O097,O097,O097,"Su, Tsai",[2019 May~2019 Nov]
2816,Otus icterorhynchus,Strigiformes,Strigidae,Sandy Scops-owl,22688559,AVIBASE-9CD0C8FE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2817,Otus ireneae,Strigiformes,Strigidae,Sokoke Scops-owl,22688565,AVIBASE-75194A63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2818,Otus gurneyi,Strigiformes,Strigidae,Giant Scops-owl,22688911,AVIBASE-D3CA5C26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2819,Otus semitorques,Strigiformes,Strigidae,Japanese Scops-owl,61859151,AVIBASE-BFE3F4EA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2820,Otus lettia,Strigiformes,Strigidae,Collared Scops-owl,61855318,AVIBASE-9EC1DBC6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,"Su, Tsai",[2018 Sep~2018 Dec]
2821,Otus lempiji,Strigiformes,Strigidae,Sunda Scops-owl,61859106,AVIBASE-E7BDCB92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
2822,Otus bakkamoena,Strigiformes,Strigidae,Indian Scops-owl,61855263,AVIBASE-489F3A6A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
2823,Otus megalotis,Strigiformes,Strigidae,Luzon Lowland Scops-owl,22727655,AVIBASE-7D1ACC3E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
2824,Otus nigrorum,Strigiformes,Strigidae,Visayan Scops-owl,22725062,AVIBASE-E311114A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,O098,O098,O098,"Su, Tsai",[2019 May~2019 Nov]
2825,Otus everetti,Strigiformes,Strigidae,Mindanao Lowland Scops-owl,22725053,AVIBASE-000E026B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2826,Otus fuliginosus,Strigiformes,Strigidae,Palawan Scops-owl,22688718,AVIBASE-FDDACB60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2827,Otus mentawi,Strigiformes,Strigidae,Mentawai Scops-owl,22688713,AVIBASE-55EE7DEF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2828,Otus silvicola,Strigiformes,Strigidae,Wallace's Scops-owl,22688734,AVIBASE-171CE5C6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2829,Otus enganensis,Strigiformes,Strigidae,Enggano Scops-owl,22724390,AVIBASE-312BF279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,"Fang, Su",[2019 May~2019 Nov]
2830,Otus umbra,Strigiformes,Strigidae,Simeulue Scops-owl,22688586,AVIBASE-CD22C7D7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2831,Otus alius,Strigiformes,Strigidae,Nicobar Scops-owl,22728447,AVIBASE-29998B5F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2832,Otus balli,Strigiformes,Strigidae,Andaman Scops-owl,22688573,AVIBASE-8E1E400D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2833,Otus alfredi,Strigiformes,Strigidae,Flores Scops-owl,22724396,AVIBASE-B25E9418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2834,Otus spilocephalus,Strigiformes,Strigidae,Mountain Scops-owl,22688579,AVIBASE-F8580862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2835,Otus angelinae,Strigiformes,Strigidae,Javan Scops-owl,22688591,AVIBASE-3351369D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2836,Otus brookii,Strigiformes,Strigidae,Rajah Scops-owl,22688703,AVIBASE-1F80C7AB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2837,Otus pamelae,Strigiformes,Strigidae,Arabian Scops-owl,61915442,AVIBASE-FB19E285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2023 Aug~2023 Sep]
2838,Otus pembaensis,Strigiformes,Strigidae,Pemba Scops-owl,22688679,AVIBASE-1044DCBD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2839,Otus senegalensis,Strigiformes,Strigidae,African Scops-owl,61914670,AVIBASE-AE130644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2840,Otus feae,Strigiformes,Strigidae,Annobon Scops-owl,61915272,AVIBASE-D745D124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2841,Otus hartlaubi,Strigiformes,Strigidae,Sao Tome Scops-owl,22688620,AVIBASE-991885F0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2842,Otus scops,Strigiformes,Strigidae,Eurasian Scops-owl,155019854,AVIBASE-2C7AA154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2843,Otus cyprius,Strigiformes,Strigidae,Cyprus Scops-owl,155019839,AVIBASE-616A1359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2844,Otus brucei,Strigiformes,Strigidae,Pallid Scops-owl,22688631,AVIBASE-08C90B0F,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
2845,Otus longicornis,Strigiformes,Strigidae,Luzon Highland Scops-owl,22688602,AVIBASE-71F9BF41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2846,Otus mirus,Strigiformes,Strigidae,Mindanao Highland Scops-owl,22688614,AVIBASE-4F10E91D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2847,Otus mindorensis,Strigiformes,Strigidae,Mindoro Scops-owl,22688608,AVIBASE-96AC0528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2023 Aug~2023 Sep]
2848,Otus rutilus,Strigiformes,Strigidae,Madagascar Scops-owl,22735960,AVIBASE-C1B0BDEA,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2849,Otus mayottensis,Strigiformes,Strigidae,Mayotte Scops-owl,22732599,AVIBASE-2DF19EB2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2850,Otus capnodes,Strigiformes,Strigidae,Anjouan Scops-owl,22688686,AVIBASE-427BC65A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2851,Otus pauliani,Strigiformes,Strigidae,Grand Comoro Scops-owl,22688694,AVIBASE-A7509E6E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2852,Otus moheliensis,Strigiformes,Strigidae,Moheli Scops-owl,22724585,AVIBASE-EDFC0AD6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,O099,O099,O099,"Su, Tsai",[2019 May~2019 Nov]
2853,Otus socotranus,Strigiformes,Strigidae,Socotra Scops-owl,61915715,AVIBASE-82846EEB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2854,Otus insularis,Strigiformes,Strigidae,Seychelles Scops-owl,22688667,AVIBASE-0A22AE9B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2855,Otus sunia,Strigiformes,Strigidae,Oriental Scops-owl,22728969,AVIBASE-DD855E67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2856,Otus elegans,Strigiformes,Strigidae,Ryukyu Scops-owl,22688651,AVIBASE-3B290974,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,"Su, Tsai",[2018 Sep~2018 Dec]
2857,Otus siaoensis,Strigiformes,Strigidae,Siau Scops-owl,22728599,AVIBASE-07BB7971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2858,Otus manadensis,Strigiformes,Strigidae,Sulawesi Scops-owl,62290590,AVIBASE-A2195715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,"Fang, Su",[2019 May~2019 Nov]
2859,Otus mendeni,Strigiformes,Strigidae,Banggai Scops-owl,62290488,AVIBASE-5DB57235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,E,"Su, Tsai",[2023 Aug~2023 Sep]
2860,Otus sulaensis,Strigiformes,Strigidae,Sula Scops-owl,62290539,AVIBASE-61264002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2023 Aug~2023 Sep]
2861,Otus collari,Strigiformes,Strigidae,Sangihe Scops-owl,22732046,AVIBASE-8AC9C51A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2023 Aug~2023 Sep]
2862,Otus mantananensis,Strigiformes,Strigidae,Mantanani Scops-owl,22688656,AVIBASE-C310E372,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2863,Otus magicus,Strigiformes,Strigidae,Moluccan Scops-owl,45400973,AVIBASE-A83F14B2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2864,Otus jolandae,Strigiformes,Strigidae,Rinjani Scops-owl,61786867,AVIBASE-A5AE0987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Su,[2019 May~2019 Nov]
2865,Otus tempestatis,Strigiformes,Strigidae,Wetar Scops-owl,45400982,AVIBASE-B4C59425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
2866,Otus beccarii,Strigiformes,Strigidae,Biak Scops-owl,22724754,AVIBASE-BE2C3A1F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2867,Pyrroglaux podargina,Strigiformes,Strigidae,Palau Owl,22688899,AVIBASE-B0AC0750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2868,Ptilopsis leucotis,Strigiformes,Strigidae,Northern White-faced Owl,61781834,AVIBASE-E561A180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
2869,Ptilopsis granti,Strigiformes,Strigidae,Southern White-faced Owl,61781923,AVIBASE-023D6E38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
2870,Asio stygius,Strigiformes,Strigidae,Stygian Owl,22689504,AVIBASE-C1EAF183,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
