Seq_HBWBLv5,Scientific_name,Order,Family,Common_name,SISRecID,AvibaseID,Parasite,Mound,NestSite_ground,NestSite_tree,NestSite_nontree,NestSite_cliff_bank,NestSite_underground,NestSite_waterbody,NestSite_termite_ant,NestStr_scrape,NestStr_platform,NestStr_cup,NestStr_dome,NestStr_dome_tunnel,NestStr_primary_cavity,NestStr_second_cavity,NestAtt_basal,NestAtt_forked,NestAtt_lateral,NestAtt_pensile,Ref_site,Ref_str,Ref_att,Identifier,Retrieval_time
1,Struthio camelus,Struthioniformes,Struthionidae,Common Ostrich,45020636,AVIBASE-2247CB05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang, Tsai",[2023 Aug~2023 Sep]
2,Struthio molybdophanes,Struthioniformes,Struthionidae,Somali Ostrich,22732795,AVIBASE-40329BB6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2022 Nov~2022 Dec]
3,Rhea americana,Struthioniformes,Rheidae,Greater Rhea,22678073,AVIBASE-00986B24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
4,Rhea pennata,Struthioniformes,Rheidae,Lesser Rhea,22728199,AVIBASE-BA52A675,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2018 Sep~2018 Dec]
5,Rhea tarapacensis,Struthioniformes,Rheidae,Puna Rhea,22728206,AVIBASE-499B75D1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,D1,D1,D1,"Su, Tsai",[2023 Aug~2023 Sep]
6,Nothocercus julius,Struthioniformes,Tinamidae,Tawny-breasted Tinamou,22678157,AVIBASE-5FB99321,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O001,O001,O001,"Su, Tsai",[2019 May~2019 Nov]
7,Nothocercus bonapartei,Struthioniformes,Tinamidae,Highland Tinamou,22678154,AVIBASE-66C31E09,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2022 Nov~2022 Dec]
8,Nothocercus nigrocapillus,Struthioniformes,Tinamidae,Hooded Tinamou,22678160,AVIBASE-68E763AE,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O002,O002,O002,"Su, Tsai",[2019 May~2019 Nov]
9,Tinamus tao,Struthioniformes,Tinamidae,Grey Tinamou,22678135,AVIBASE-346D16D5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
10,Tinamus solitarius,Struthioniformes,Tinamidae,Solitary Tinamou,22678139,AVIBASE-67E5E0FA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
11,Tinamus osgoodi,Struthioniformes,Tinamidae,Black Tinamou,22678145,AVIBASE-63C5F122,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,H,N,H,"Su, Tsai",[2022 Nov~2022 Dec]
12,Tinamus major,Struthioniformes,Tinamidae,Great Tinamou,22678148,AVIBASE-42D72AE1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
13,Tinamus guttatus,Struthioniformes,Tinamidae,White-throated Tinamou,22678151,AVIBASE-0480B7C9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O003,O003,O003,"Su, Tsai",[2019 May~2019 Nov]
14,Crypturellus berlepschi,Struthioniformes,Tinamidae,Berlepsch's Tinamou,22678163,AVIBASE-9B036853,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O004,O004,O004,"Su, Tsai",[2019 May~2019 Nov]
15,Crypturellus cinereus,Struthioniformes,Tinamidae,Cinereous Tinamou,22678166,AVIBASE-7C90F8DB,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
16,Crypturellus ptaritepui,Struthioniformes,Tinamidae,Tepui Tinamou,22678172,AVIBASE-F5F9A63F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O005,O005,O005,"Su, Tsai",[2019 May~2019 Nov]
17,Crypturellus soui,Struthioniformes,Tinamidae,Little Tinamou,22678169,AVIBASE-39DD9DD7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
18,Crypturellus obsoletus,Struthioniformes,Tinamidae,Brown Tinamou,22678176,AVIBASE-D624C373,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,D3,H,"Su, Tsai",[2019 May~2019 Nov]
19,Crypturellus undulatus,Struthioniformes,Tinamidae,Undulated Tinamou,22678182,AVIBASE-7A600A0F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
20,Crypturellus strigulosus,Struthioniformes,Tinamidae,Brazilian Tinamou,22678188,AVIBASE-FE2B5A6B,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
21,Crypturellus duidae,Struthioniformes,Tinamidae,Grey-legged Tinamou,22678213,AVIBASE-D2592D39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O006,O006,O006,"Su, Tsai",[2019 May~2019 Nov]
22,Crypturellus erythropus,Struthioniformes,Tinamidae,Red-legged Tinamou,22729569,AVIBASE-4E03F38D,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,D3,D3,D3,"Su, Tsai",[2019 May~2019 Nov]
23,Crypturellus noctivagus,Struthioniformes,Tinamidae,Yellow-legged Tinamou,22678217,AVIBASE-7507BE36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
24,Crypturellus atrocapillus,Struthioniformes,Tinamidae,Black-capped Tinamou,22678220,AVIBASE-41631439,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O007,O007,O007,"Su, Tsai",[2019 May~2019 Nov]
25,Crypturellus occidentalis,Struthioniformes,Tinamidae,Western Thicket Tinamou,61214775,AVIBASE-8A2D8FB6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
26,Crypturellus cinnamomeus,Struthioniformes,Tinamidae,Eastern Thicket Tinamou,61214753,AVIBASE-BC6EF580,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
27,Crypturellus transfasciatus,Struthioniformes,Tinamidae,Pale-browed Tinamou,22678185,AVIBASE-D303E7FF,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2023 Aug~2023 Sep]
28,Crypturellus boucardi,Struthioniformes,Tinamidae,Slaty-breasted Tinamou,22678191,AVIBASE-5183B60E,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
29,Crypturellus kerriae,Struthioniformes,Tinamidae,Choco Tinamou,22678194,AVIBASE-2ED97B54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2023 Aug~2023 Sep]
30,Crypturellus variegatus,Struthioniformes,Tinamidae,Variegated Tinamou,22678223,AVIBASE-F8BBC7A7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
31,Crypturellus brevirostris,Struthioniformes,Tinamidae,Rusty Tinamou,22678226,AVIBASE-45EE168A,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,D3,D3,D3,"Su, Tsai",[2019 May~2019 Nov]
32,Crypturellus bartletti,Struthioniformes,Tinamidae,Bartlett's Tinamou,22678229,AVIBASE-88B9ABC1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O008,O008,O008,"Su, Tsai",[2019 May~2019 Nov]
33,Crypturellus casiquiare,Struthioniformes,Tinamidae,Barred Tinamou,22678235,AVIBASE-26D1CE28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O009,O009,O009,"Su, Tsai",[2019 May~2019 Nov]
34,Crypturellus parvirostris,Struthioniformes,Tinamidae,Small-billed Tinamou,22678232,AVIBASE-2988DEC6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,E,E,E,"Su, Hsieh, Tsai",[2022 Nov~2022 Dec]
35,Crypturellus tataupa,Struthioniformes,Tinamidae,Tataupa Tinamou,22678238,AVIBASE-9C7F2C57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
36,Rhynchotus rufescens,Struthioniformes,Tinamidae,Red-winged Tinamou,22733941,AVIBASE-C141F60A,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
37,Rhynchotus maculicollis,Struthioniformes,Tinamidae,Huayco Tinamou,22733250,AVIBASE-94AF5DC7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
38,Nothoprocta taczanowskii,Struthioniformes,Tinamidae,Taczanowski's Tinamou,22678246,AVIBASE-368EC295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2022 Nov~2022 Dec]
39,Nothoprocta ornata,Struthioniformes,Tinamidae,Ornate Tinamou,22678254,AVIBASE-286A2FBA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,H,H,H,"Chia, Tsai",[2022 Nov~2022 Dec]
40,Nothoprocta perdicaria,Struthioniformes,Tinamidae,Chilean Tinamou,22678265,AVIBASE-F900EE88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
41,Nothoprocta cinerascens,Struthioniformes,Tinamidae,Brushland Tinamou,22678262,AVIBASE-4C8BCEC2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
42,Nothoprocta pentlandii,Struthioniformes,Tinamidae,Andean Tinamou,22678259,AVIBASE-7A66539A,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
43,Nothoprocta curvirostris,Struthioniformes,Tinamidae,Curve-billed Tinamou,22678268,AVIBASE-F68CA24D,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,O010,O010,O010,"Su, Tsai",[2019 May~2019 Nov]
44,Nothura boraquira,Struthioniformes,Tinamidae,White-bellied Nothura,22678283,AVIBASE-458340C7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
45,Nothura minor,Struthioniformes,Tinamidae,Lesser Nothura,22678280,AVIBASE-99D7964C,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,D3,D3,D3,"Su, Tsai",[2019 May~2019 Nov]
46,Nothura darwinii,Struthioniformes,Tinamidae,Darwin's Nothura,22678271,AVIBASE-F7D16275,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
47,Nothura maculosa,Struthioniformes,Tinamidae,Spotted Nothura,154589710,AVIBASE-03C3DDFB,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
48,Taoniscus nanus,Struthioniformes,Tinamidae,Dwarf Tinamou,22678286,AVIBASE-B62C4561,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2023 Aug~2023 Sep]
49,Eudromia elegans,Struthioniformes,Tinamidae,Elegant Crested Tinamou,22678289,AVIBASE-4E215E82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang",[2018 Sep~2018 Dec]
50,Eudromia formosa,Struthioniformes,Tinamidae,Quebracho Crested Tinamou,22678294,AVIBASE-9337459C,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2023 Aug~2023 Sep]
51,Tinamotis pentlandii,Struthioniformes,Tinamidae,Puna Tinamou,22678299,AVIBASE-0A51B426,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 Jan~2019 Apr]
52,Tinamotis ingoufi,Struthioniformes,Tinamidae,Patagonian Tinamou,22678302,AVIBASE-EC451D91,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,Su,[2019 May~2019 Nov]
53,Casuarius casuarius,Struthioniformes,Casuariidae,Southern Cassowary,22678108,AVIBASE-8B9D93D8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang, Tsai",[2022 Nov~2022 Dec]
54,Casuarius bennetti,Struthioniformes,Casuariidae,Dwarf Cassowary,22678111,AVIBASE-7751E0D1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,"Su, Tsai",[2022 Nov~2022 Dec]
55,Casuarius unappendiculatus,Struthioniformes,Casuariidae,Northern Cassowary,22678114,AVIBASE-32E7303B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2022 Nov~2022 Dec]
56,Dromaius novaehollandiae,Struthioniformes,Casuariidae,Common Emu,22678117,AVIBASE-2DB5A970,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,H,H,H,"Tsao, Fang, Tsai",[2022 Nov~2022 Dec]
57,Dromaius minor,Struthioniformes,Casuariidae,King Island Emu,22728643,AVIBASE-74DD2EFA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Su, Tsai",[2022 Nov~2022 Dec]
58,Dromaius baudinianus,Struthioniformes,Casuariidae,Kangaroo Island Emu,22724449,AVIBASE-2EBDF4EE,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,O011,O011,O011,"Su, Tsai",[2022 Nov~2022 Dec]
59,Apteryx haastii,Struthioniformes,Apterygidae,Great Spotted Kiwi,22678132,AVIBASE-0D8B9E40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,H,H,H,"Su, Tsai",[2022 Nov~2022 Dec]
60,Apteryx owenii,Struthioniformes,Apterygidae,Little Spotted Kiwi,22678129,AVIBASE-187706CF,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,H,H,H,"Su, Tsai",[2022 Nov~2022 Dec]
61,Apteryx mantelli,Struthioniformes,Apterygidae,Northern Brown Kiwi,45353580,AVIBASE-DB55CB8C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,S001,S001,S001,"Su, Tsai",[2022 Nov~2022 Dec]
62,Apteryx australis,Struthioniformes,Apterygidae,Southern Brown Kiwi,22678122,AVIBASE-6BA55EF0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,H,H,H,"Tsao, Fang, Tsai",[2022 Nov~2022 Dec]
63,Apteryx rowi,Struthioniformes,Apterygidae,Okarito Kiwi,22732871,AVIBASE-D433BDAB,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,H,H,H,"Su, Tsai",[2022 Nov~2022 Dec]
64,Alectura lathami,Galliformes,Megapodiidae,Australian Brush-turkey,22678551,AVIBASE-6BD20F58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
65,Aepypodius arfakianus,Galliformes,Megapodiidae,Wattled Brush-turkey,22678555,AVIBASE-06637487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
66,Aepypodius bruijnii,Galliformes,Megapodiidae,Waigeo Brush-turkey,22678559,AVIBASE-638C9A70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
67,Talegalla cuvieri,Galliformes,Megapodiidae,Red-billed Brush-turkey,22678564,AVIBASE-9F3603B0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
68,Talegalla fuscirostris,Galliformes,Megapodiidae,Black-billed Brush-turkey,22678568,AVIBASE-49888E04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
69,Talegalla jobiensis,Galliformes,Megapodiidae,Collared Brush-turkey,22678572,AVIBASE-DF603601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
70,Leipoa ocellata,Galliformes,Megapodiidae,Malleefowl,22678646,AVIBASE-BE7FA465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
71,Macrocephalon maleo,Galliformes,Megapodiidae,Maleo,22678576,AVIBASE-7B3B8F2F,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
72,Eulipoa wallacei,Galliformes,Megapodiidae,Moluccan Scrubfowl,22678632,AVIBASE-9CE98D28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
73,Megapodius nicobariensis,Galliformes,Megapodiidae,Nicobar Scrubfowl,22678583,AVIBASE-F4042498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
74,Megapodius cumingii,Galliformes,Megapodiidae,Philippine Scrubfowl,22678588,AVIBASE-A3FF8DCA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
75,Megapodius bernsteinii,Galliformes,Megapodiidae,Sula Scrubfowl,22678593,AVIBASE-034D904B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
76,Megapodius tenimberensis,Galliformes,Megapodiidae,Tanimbar Scrubfowl,22732420,AVIBASE-8A966B18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
77,Megapodius layardi,Galliformes,Megapodiidae,Vanuatu Scrubfowl,22678615,AVIBASE-45EEB735,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
78,Megapodius laperouse,Galliformes,Megapodiidae,Micronesian Scrubfowl,22678620,AVIBASE-E19BE428,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
79,Megapodius pritchardii,Galliformes,Megapodiidae,Tongan Scrubfowl,22678625,AVIBASE-69BBDE32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
80,Megapodius freycinet,Galliformes,Megapodiidae,Dusky Scrubfowl,22678602,AVIBASE-D3A0B18E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
81,Megapodius geelvinkianus,Galliformes,Megapodiidae,Biak Scrubfowl,22728514,AVIBASE-8252F53B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,Chia,[2020 July~2021 Jan]
82,Megapodius decollatus,Galliformes,Megapodiidae,New Guinea Scrubfowl,22678607,AVIBASE-FAE8B00D,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
83,Megapodius eremita,Galliformes,Megapodiidae,Melanesian Scrubfowl,22678611,AVIBASE-5795BC17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
84,Megapodius reinwardt,Galliformes,Megapodiidae,Orange-footed Scrubfowl,22734302,AVIBASE-73651931,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,H,H,H,Chia,[2020 July~2021 Jan]
85,Chamaepetes unicolor,Galliformes,Cracidae,Black Guan,22678443,AVIBASE-8C688594,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
86,Chamaepetes goudotii,Galliformes,Cracidae,Sickle-winged Guan,22678446,AVIBASE-B019CEB9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
87,Penelopina nigra,Galliformes,Cracidae,Highland Guan,22678449,AVIBASE-E627D25F,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,"Fang, Tsai",[2022 Nov~2022 Dec]
88,Penelope argyrotis,Galliformes,Cracidae,Band-tailed Guan,22678354,AVIBASE-540D21F5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
89,Penelope barbata,Galliformes,Cracidae,Bearded Guan,22678357,AVIBASE-89605A18,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D4,N,N,"Fang, Su, Tsai",[2022 Nov~2022 Dec]
90,Penelope ortoni,Galliformes,Cracidae,Baudo Guan,22678360,AVIBASE-BA3D0CC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
91,Penelope montagnii,Galliformes,Cracidae,Andean Guan,22678364,AVIBASE-6CF279AC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,O012,H,H,"Fang, Su, Tsai",[2019 May~2019 Nov]
92,Penelope marail,Galliformes,Cracidae,Marail Guan,22678367,AVIBASE-B08C691D,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
93,Penelope superciliaris,Galliformes,Cracidae,Rusty-margined Guan,22678370,AVIBASE-28799734,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,"Fang, Tsai",[2022 Nov~2022 Dec]
94,Penelope dabbenei,Galliformes,Cracidae,Red-faced Guan,22678373,AVIBASE-D3E64B50,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
95,Penelope jacquacu,Galliformes,Cracidae,Spix's Guan,22678386,AVIBASE-1D1EDAF0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,H,N,H,"Fang, Su, Tsai",[2022 Nov~2022 Dec]
96,Penelope purpurascens,Galliformes,Cracidae,Crested Guan,22678376,AVIBASE-01A38979,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
97,Penelope perspicax,Galliformes,Cracidae,Cauca Guan,22678379,AVIBASE-2296FCC4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
98,Penelope albipennis,Galliformes,Cracidae,White-winged Guan,22678382,AVIBASE-D10D229A,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
99,Penelope obscura,Galliformes,Cracidae,Dusky-legged Guan,22678389,AVIBASE-C082DE35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
100,Penelope pileata,Galliformes,Cracidae,White-crested Guan,22678392,AVIBASE-474C532A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
101,Penelope ochrogaster,Galliformes,Cracidae,Chestnut-bellied Guan,22678395,AVIBASE-1CE8F9FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
102,Penelope jacucaca,Galliformes,Cracidae,White-browed Guan,22678398,AVIBASE-7DDADC44,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,"Fang, Tsai",[2022 Nov~2022 Dec]
103,Pipile pipile,Galliformes,Cracidae,Trinidad Piping-guan,22678401,AVIBASE-9D2FC800,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
104,Pipile cumanensis,Galliformes,Cracidae,Blue-throated Piping-guan,22727323,AVIBASE-0440B291,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
105,Pipile grayi,Galliformes,Cracidae,White-throated Piping-guan,22727333,AVIBASE-601C4D19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
106,Pipile cujubi,Galliformes,Cracidae,Red-throated Piping-guan,22678422,AVIBASE-B261EA96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,"Fang, Su",[2019 May~2019 Nov]
107,Pipile jacutinga,Galliformes,Cracidae,Black-fronted Piping-guan,22678429,AVIBASE-DA1A931A,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
108,Aburria aburri,Galliformes,Cracidae,Wattled Guan,22678440,AVIBASE-50A42775,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,Fang,[2016 Oct~2017 Nov]
109,Oreophasis derbianus,Galliformes,Cracidae,Horned Guan,22678453,AVIBASE-9584A5CA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,H,H,H,"Fang, Tsai",[2022 Nov~2022 Dec]
