Species,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Dacnis_cayana,Thraupidae,LC,0,16.3052999,2.564949357,Fruit,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,none,Terrestrial,No,0.916290732,1.044447802,2.985681938
Dacnis_egregia,Thraupidae,LC,0,11.735151,2.397895273,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.914402157,1.243367397,4.039536326
Dacnis_flaviventer,Thraupidae,LC,0,15.2264888,2.564949357,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.914402157,0.720843424,1.252762968
Dacnis_hartlaubi,Thraupidae,VU,1,4.907494535,1.625311262,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.914402157,1.688064386,4.811371017
Dacnis_lineata,Thraupidae,LC,0,15.50208753,2.397895273,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.914402157,0.746174535,1.504077397
Dacnis_nigripes,Thraupidae,NT,0,10.21672041,2.63905733,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.914402157,1.574135426,4.6121458
Dacnis_venusta,Thraupidae,LC,0,12.20906118,2.778819272,Fruit,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.957347972,3.238678452
Dacnis_viguieri,Thraupidae,NT,0,9.972103686,2.545531272,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.914402157,0.83235829,3.025291076
Dactylortyx_thoracicus,Odontophoridae,LC,0,13.10765149,5.307029307,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.609437912,1.278285361,4.266896327
Damophila_julie,Trochilidae,LC,0,12.57644031,1.193922468,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.215105883,4.258445573
Daphoenositta_chrysoptera,Neosittidae,LC,0,15.37155554,2.459588842,Invertebrates,BarkGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.805030478,1.648658626
Daption_capense,Procellariidae,LC,0,18.73041672,6.062901097,AquaticAnimals,AquaticSurface,PartiallyMigratory,NonCooperative,ExposedElevated,none,Sea,No,0,0.4949232,4.498697941
Daptrius_ater,Falconidae,LC,0,15.71788623,5.862920696,Generalist,GroundForaging,PartiallyMigratory,Cooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,0.790252997,1.526056303
Dasycrotapha_speciosa,Zosteropidae,EN,1,10.06067932,2.799108932,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.978811089,1.30609043,5.654942309
Dasyornis_brachypterus,Dasyornithidae,EN,1,7.654490619,3.73289634,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.880111737,2.351375257
Dasyornis_broadbenti,Dasyornithidae,LC,0,10.19606015,4.218036035,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.868897833,2.054123734
Dasyornis_longirostris,Dasyornithidae,EN,1,6.297477576,3.487375078,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.600462428,0.641853886
Deconychura_longicauda,Furnariidae,LC,0,15.44942209,3.169685581,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.752120619,1.589235205
Deconychura_stictolaema,Furnariidae,LC,0,14.8590164,2.917770732,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.714074192,1.410986974
Delichon_dasypus,Hirundinidae,LC,0,15.13916063,2.890371758,Invertebrates,AerialScreaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,1.386294361,1.336434476,4.9698133
Delichon_nipalense,Hirundinidae,LC,0,13.20514246,2.705379973,Invertebrates,AerialScreaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,1.386294361,1.061575606,4.271095074
Delichon_urbicum,Hirundinidae,LC,0,17.07630082,2.674148649,Invertebrates,AerialScreaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,1.504077397,1.227457501,3.549617387
Delothraupis_castaneoventris,Thraupidae,LC,0,11.78485537,3.33220451,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.914402157,0.740082804,2.459588842
Deltarhynchus_flammulatus,Tyrannidae,LC,0,11.09797198,2.844909384,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.098612289,1.302711125,4.058717385
Dendragapus_canadensis,Phasianidae,LC,0,15.83808377,6.160468652,TerrestrialPlants,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.704748092,0.86117353,0.993251773
Dendragapus_falcipennis,Phasianidae,NT,0,13.59875916,6.530308953,TerrestrialPlants,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,2.079441542,0.684866101,1.30833282
Dendragapus_fuliginosus,Phasianidae,LC,0,13.26218862,6.953980251,TerrestrialPlants,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,1.945910149,1.163088529,2.990719732
Dendragapus_obscurus,Phasianidae,LC,0,14.23963496,6.953980251,TerrestrialPlants,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,1.945910149,0.86117353,1.098612289
Dendrexetastes_rufigula,Furnariidae,LC,0,14.97886844,4.242764567,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,0.774596669,1.704748092
Dendrocincla_anabatina,Furnariidae,LC,0,12.84482172,3.532517999,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.135081439,3.314186005
Dendrocincla_fuliginosa,Furnariidae,LC,0,15.95340948,3.6558396,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.908086519,2.302585093
Dendrocincla_homochroa,Furnariidae,LC,0,13.10932049,3.674526948,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,1.079902949,3.520460802
Dendrocincla_merula,Furnariidae,LC,0,15.49414683,3.911822985,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.733836822,1.481604541
Dendrocincla_turdina,Furnariidae,LC,0,13.99236629,3.663561646,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.432420487,4.388257184
Dendrocincla_tyrannina,Furnariidae,LC,0,12.21211485,4.005513349,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.203801344,4.379523504
Dendrocitta_bayleyi,Corvidae,NT,0,8.649326107,4.62458058,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.849182109,3.945457782
Dendrocitta_formosae,Corvidae,LC,0,15.01777607,4.632201525,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.33748061,5.412092381
Dendrocitta_frontalis,Corvidae,LC,0,12.20799729,4.614328124,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,0.88375617,3.758871826
Dendrocitta_leucogastra,Corvidae,LC,0,11.58984021,4.597138014,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.425566604,5.90481674
Dendrocitta_occipitalis,Corvidae,LC,0,12.01691618,4.557029811,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.387667045,0.779920671,4.112511866
Dendrocitta_vagabunda,Corvidae,LC,0,15.28815861,4.605170186,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.504077397,1.369732202,5.761422254
Dendrocolaptes_certhia,Furnariidae,LC,0,15.71151775,4.229749199,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0,0.790252997,1.722766598
Dendrocolaptes_hoffmannsi,Furnariidae,VU,1,13.66803103,4.418840608,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.790252997,1.064710737
Dendrocolaptes_picumnus,Furnariidae,LC,0,15.56240712,4.338597077,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.868897833,2.442347035
Dendrocolaptes_platyrostris,Furnariidae,LC,0,15.14050475,4.122283931,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.222014097,3.642835516
Dendrocolaptes_sanctithomae,Furnariidae,LC,0,13.63006047,4.203198967,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.131646962,3.725693427
Dendrocopos_assimilis,Picidae,LC,0,13.31148857,3.948162052,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,1.370703988,5.192401141
Dendrocopos_atratus,Picidae,LC,0,12.64300864,3.844386357,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.504077397,1.112174306,3.453157121
Dendrocopos_auriceps,Picidae,LC,0,11.28380911,3.686877451,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,1.365824224,5.553347107
Dendrocopos_canicapillus,Picidae,LC,0,15.89599411,3.248822901,Invertebrates,ForagingGeneralist,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.704748092,1.334334809,5.283711214
Dendrocopos_cathpharius,Picidae,LC,0,11.74272363,3.425564738,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.268147887,0.823549026,3.683866912
Dendrocopos_darjellensis,Picidae,LC,0,12.61829851,4.257879642,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.098612289,0.933691485,3.815512105
Dendrocopos_dorae,Picidae,VU,1,11.77151955,2.969901514,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.268147887,1.487055627,4.410371108
Dendrocopos_himalayensis,Picidae,LC,0,11.65272567,4.215676847,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,0.987258545,4.999911331
Dendrocopos_hyperythrus,Picidae,LC,0,14.29719625,3.839237236,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.504077397,1.059479691,4.177459469
Dendrocopos_kizuki,Picidae,LC,0,14.28652461,2.95438931,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.791759469,1.581770906,5.243333058
Dendrocopos_leucopterus,Picidae,LC,0,14.71332835,4.204692619,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.609437912,0.957347972,3.18221184
Dendrocopos_leucotos,Picidae,LC,0,16.22973023,4.76046307,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,1.230152265,3.852273001
Dendrocopos_macei,Picidae,LC,0,13.71617806,3.805105723,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.252762968,1.253644034,5.957390567
Dendrocopos_maculatus,Picidae,LC,0,12.49595293,3.198673118,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.268147887,1.220641816,5.592105757
Dendrocopos_mahrattensis,Picidae,LC,0,14.85057207,3.535145354,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.098612289,1.389719681,5.83802195
Dendrocopos_major,Picidae,LC,0,17.01042406,4.316687793,Generalist,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.791759469,1.30609043,4.183575696
Dendrocopos_medius,Picidae,LC,0,15.18206642,4.077537444,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.704748092,1.466089535,4.532599493
Dendrocopos_minor,Picidae,LC,0,16.73410339,2.985681938,Invertebrates,BarkGleaning,Sedentary,Cooperative,Cavity,weak,Terrestrial,No,1.704748092,1.259940787,3.663561646
Dendrocopos_moluccensis,Picidae,LC,0,13.51798648,2.78192005,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,1.299305315,5.499624223
Dendrocopos_nanus,Picidae,LC,0,14.68695065,2.78192005,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,1.385038848,5.925324745
Dendrocopos_noguchii,Picidae,CR,1,6.371953669,5.298317367,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,Yes,0.693147181,1.639776183,4.793308128
Dendrocopos_obsoletus,Picidae,LC,0,15.60167393,3.063390922,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.012272234,3.770459441
Dendrocopos_ramsayi,Picidae,VU,1,7.471647624,3.198673118,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,Yes,1.268147887,0.733836822,6.082903607
Dendrocopos_syriacus,Picidae,LC,0,14.89089206,4.339901708,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.504077397,1.394353689,4.480740108
Dendrocopos_temminckii,Picidae,LC,0,12.06378071,4.200504758,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.268147887,0.836660027,4.357990057
Dendrocygna_arborea,Anatidae,VU,1,11.53091665,7.047517221,Generalist,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,none,Terrestrial,No,2.197224577,1.385978813,5.081404365
Dendrocygna_arcuata,Anatidae,LC,0,15.4029323,6.679825291,AquaticPlants,AquaticDive,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,2.351375257,0.939774487,4.044804117
Dendrocygna_autumnalis,Anatidae,LC,0,16.04964866,6.627115021,TerrestrialPlants,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,none,Wetland,No,2.63905733,1.061575606,3.010620886
Dendrocygna_bicolor,Anatidae,LC,0,16.74236289,6.628530674,Generalist,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,2.397895273,1.141858345,4.468204331
Dendrocygna_eytoni,Anatidae,LC,0,15.37940905,6.672020287,TerrestrialPlants,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,2.302585093,0.774596669,1.481604541
Dendrocygna_guttata,Anatidae,LC,0,13.73862152,6.684611728,AquaticAnimals,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,none,Wetland,No,2.397895273,0.752120619,3.39785848
Dendrocygna_javanica,Anatidae,LC,0,15.77455338,6.25307853,AquaticPlants,ForagingGeneralist,PartiallyMigratory,NonCooperative,Cavity,none,Wetland,No,2.251291799,1.388787296,5.695078034
Dendrocygna_viduata,Anatidae,LC,0,17.12658256,6.536677105,AquaticPlants,ForagingGeneralist,PartiallyMigratory,NonCooperative,ExposedGround,none,Wetland,No,2.140066163,1.042246635,3.529297384
Dendroica_adelaidae,Parulidae,LC,0,9.096398699,1.937301775,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,2.425319869,6.059590376
Dendroica_aestiva,Parulidae,NE,0,12.69705499,2.379546134,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.286969724,1.452412583,4.875197323
Dendroica_angelae,Parulidae,EN,1,3.440418095,2.041220329,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.905367936,0
Dendroica_caerulescens,Parulidae,LC,0,13.95337993,2.316487998,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.509356535,3.430756184
Dendroica_castanea,Parulidae,LC,0,14.78953436,2.468099531,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,1.024113689,1.686398954
Dendroica_cerulea,Parulidae,VU,1,13.6109121,2.201659174,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.808191512,4.540098189
Dendroica_chrysoparia,Parulidae,EN,1,9.88665162,2.292534757,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.129917932,2.151762203
Dendroica_coronata,Parulidae,LC,0,16.11025904,2.479894108,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1,1.85629799
Dendroica_delicata,Parulidae,LC,0,6.425517112,2.00148,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.916290732,1.999687427,5.609838028
Dendroica_discolor,Parulidae,LC,0,14.2637795,2.033397603,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.776498457,4.394449155
Dendroica_dominica,Parulidae,LC,0,14.47233223,2.271094426,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.72087727,3.985273467
Dendroica_fusca,Parulidae,LC,0,14.52192918,2.276241118,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.404388939,3.194583132
Dendroica_graciae,Parulidae,LC,0,13.92636959,2.091864062,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.089694548,3.314186005
Dendroica_kirtlandii,Parulidae,NT,0,9.577210171,2.634762405,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedGround,weak,Terrestrial,No,1.504077397,1.28422827,2.564949357
Dendroica_magnolia,Parulidae,LC,0,15.11337857,2.09679018,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.183215957,2.360854001
Dendroica_nigrescens,Parulidae,LC,0,14.39974737,2.163323026,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.192169049,2.960105096
Dendroica_occidentalis,Parulidae,LC,0,12.72351553,2.341805806,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.510083061,4.11414719
Dendroica_palmarum,Parulidae,LC,0,15.03053965,2.332143895,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,0.962996287,1.16315081
Dendroica_pensylvanica,Parulidae,LC,0,14.70035793,2.228938553,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.439177375,3.602776755
Dendroica_petechia,Parulidae,LC,0,16.51808304,2.324346585,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,1.203801344,2.833213344
Dendroica_pharetra,Parulidae,LC,0,9.307630409,2.292534757,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,1.757466655,5.404927102
Dendroica_pinus,Parulidae,LC,0,14.54469203,2.467251715,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,1.670109319,4.128745989
Dendroica_pityophila,Parulidae,LC,0,8.915351671,2.079441542,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.693147181,1.224744871,4.021773869
Dendroica_plumbea,Parulidae,LC,0,7.782140096,2.312535424,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.916290732,1.967333346,5.169346985
Dendroica_striata,Parulidae,LC,0,15.66175588,2.471483629,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.504077397,0.774596669,0.587786665
Dendroica_subita,Parulidae,NT,0,5.036303041,2.028148247,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.916290732,1.112174306,2.302585093
Dendroica_tigrina,Parulidae,LC,0,14.74440746,2.306577114,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.871802177,1.024113689,1.386294361
Dendroica_townsendi,Parulidae,LC,0,14.1550916,2.179286877,Invertebrates,ArborealGleaning,Migratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,0.951597874,1.916922612
Dendroica_virens,Parulidae,LC,0,15.01498971,2.162172939,Invertebrates,ArborealGleaning,Migratory,NonCooperative,Cavity,weak,Terrestrial,No,1.386294361,1.333281247,3.058707073
Dendroica_vitellina,Parulidae,NT,0,5.633002293,1.902107526,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.693147181,2.01330416,0
