"","Enclosed","Dome","Cavity","Open","Egg","Ground","Cooperative","Clutch","Migration","pred","tmean","dtr","hurs","rsds","vpd","precp","wind","Order"
"Columba_unicincta",0,0,0,1,2.84422652456129,0,0,0,1,136.039007997278,24.2619052084607,7.88358191898613,67.3324906638189,17.4148925520722,994.672102819926,156.527425264894,1.20959013189581,"Columbiformes"
"Columba_vitiensis",0,0,0,1,2.72269760421175,1,0,0.405465108,1,40.0530683133925,23.8276300929955,5.69336455538208,69.0559889938048,17.2964064092169,935.303748109818,282.384111374237,1.62706375326523,"Columbiformes"
"Columbina_buckleyi",0,0,0,1,1.33500106673234,0,0,0.414597592,1,84.3669064748201,23.1342428502419,6.0626933265933,68.1893825393787,14.6065458170802,914.248506010865,138.572674648367,1.51404941264245,"Columbiformes"
"Columbina_cruziana",0,0,0,1,1.38629436111989,1,0,0.693147181,1,27.7323198942498,18.9201941301077,7.7153109536609,60.7144274235717,21.4178297341618,869.809962522881,18.8074379631682,2.33476931360961,"Columbiformes"
"Columbina_inca",0,0,0,1,1.22377543162212,0,0,0.693147181,1,70.912236438998,21.3612050199792,14.1851262395759,45.6845959604785,25.0454124741822,1452.79693924145,28.4926498569139,3.29332962203056,"Columbiformes"
"Columbina_minuta",0,0,0,1,1.06471073699243,1,0,0.693147181,1,116.661340074681,24.8004337657672,8.69815725734665,59.6395204279842,18.8780107809816,1283.80505613298,121.512324670044,2.7510808531245,"Columbiformes"
"Columbina_passerina",0,0,0,1,1.1314021114911,0,0,0.693147181,1,85.757613918807,23.7813525792322,10.3211249677347,56.0354634856546,21.2125413966712,1329.07869305071,80.6232444848872,2.90164777286999,"Columbiformes"
"Columbina_picui",0,0,0,1,1.22377543162212,0,0,0.693147181,3,85.3568434032059,21.248125655595,10.3564813261114,55.1374212878175,21.1609637109079,1180.14797726998,83.9204303412364,3.55703910856321,"Columbiformes"
"Columbina_squammata",0,0,0,1,1.30833281965018,1,0,0.693147181,1,119.459343952933,24.8091419372362,8.93050240626073,58.7595523900499,19.0625220312424,1310.9923770674,114.477463030568,2.85094873320417,"Columbiformes"
"Columbina_talpacoti",0,0,0,1,1.26694760348732,1,0,0.693147181,2,108.709817893903,24.1787705563026,9.19789051732088,58.5293402883993,19.4895593826675,1273.3807137182,111.669881210927,3.00088563983816,"Columbiformes"
"Compsospiza_garleppi",0,0,0,1,1.50437942071801,0,0,0.914402157,1,72.5,10.1909960110982,8.99013519287109,63.1163501739502,18.9250656763713,465.384928385417,166.782080332438,3.23956662416458,"Passeriformes"
"Compsothraupis_loricata",1,0,1,0,1.82604191012289,0,1,0.914402157,1,135.282881424524,25.086429539599,9.1409108149576,56.9904489760358,19.4325615540539,1396.83201216879,95.6540773253555,2.55189884710003,"Passeriformes"
"Conioptilon_mcilhennyi",0,0,0,1,2.22519960686989,0,0,0.430782916,1,168.802597402597,24.7214970130425,7.20718086539925,68.451422555106,16.7877480890844,981.40642105697,162.024703028295,0.9840962677807,"Passeriformes"
"Conirostrum_bicolor",0,0,0,1,0.431782416425538,0,0,0.914402157,1,155.833427922815,26.2641082286293,5.7907962008854,67.5396156127012,17.5307905005543,1113.59735892011,200.044436198223,1.8196454502972,"Passeriformes"
"Conirostrum_rufum",0,0,0,1,0.485535993846234,0,0,0.914402157,1,87,13.0833036422729,9.22411022186279,64.1211486816406,18.6768901824951,545.495257568359,96.0506622314453,3.24072508811951,"Passeriformes"
"Conirostrum_speciosum",0,0,0,1,0.314637449643673,0,0,0.914402157,1,149.106850736973,25.2543377813126,8.07806699131939,62.996519294091,18.0109983196738,1200.40096570111,149.536541300768,1.95495648817549,"Passeriformes"
"Conirostrum_tamarugense",0,0,0,1,0.452469416999599,0,0,0.914402157,2,15.1635220125786,18.5853691281013,14.0626246614276,45.3127828154174,25.1651300874146,1180.13802582363,3.10979286698425,2.14646556842252,"Passeriformes"
"Conopias_albovittatus",1,0,1,0,1.03673688495002,0,1,0.693147181,1,104.36066424494,24.8923597390255,5.50348999219418,70.1497862063112,14.6827344201548,944.468908558377,352.636144712297,1.50731031184501,"Passeriformes"
"Conopias_cinchoneti",1,0,1,0,1.07781654499507,0,1,0.99889426,1,105.846761453397,19.9561664444199,7.36101474543507,68.3774737859789,16.4705656203802,760.692816157288,255.448134182754,0.942647641868953,"Passeriformes"
"Conopias_parvus",1,0,1,0,1.03673688495002,0,1,0.693147181,1,173.583713372839,25.3506124418278,6.92864623205578,69.3272762289729,16.6365673083989,996.114601843836,218.362767853147,0.976510108884508,"Passeriformes"
"Conopias_trivirgatus",1,0,1,0,1.06054535312405,0,1,0.99889426,1,172.632432059594,24.1106992204661,7.4303977568736,67.144560233332,17.129684746619,988.122677698187,180.743220218906,1.61741139445079,"Passeriformes"
"Conopophaga_ardesiaca",0,0,0,1,1.33902831594081,0,0,0.693147181,1,98.2796460176991,17.63000802403,8.17964248488435,67.5551249613804,15.8749842871607,670.826474296097,167.422204745132,1.64116737494427,"Passeriformes"
"Conopophaga_aurita",0,0,0,1,1.34516131796861,0,0,0.693147181,1,175.8624286318,25.6508576076381,7.21002140299296,67.9597575539221,16.8965406693169,1061.60899754085,204.974093331462,1.01760804025307,"Passeriformes"
"Conopophaga_castaneiceps",0,0,0,1,1.36087713614261,0,0,0.693147181,1,108.244972577697,19.5910524293317,7.2267484181106,69.2235499422119,16.2754208767,718.547998738681,297.393765151392,0.947169185393035,"Passeriformes"
"Conopophaga_lineata",0,0,0,1,1.33500106673234,0,0,0.693147181,1,150.902667337695,21.4172064812386,9.07607886598047,60.7133677067442,18.6256963239342,1024.27181251806,136.261577729838,2.82808131273512,"Passeriformes"
"Conopophaga_melanops",0,0,0,1,1.22377543162212,0,0,0.693147181,1,147.329221279877,22.8538897050374,6.92329197841694,65.246247973181,17.2502847456803,979.350582408096,129.290334097128,2.36129664873838,"Passeriformes"
"Conopophaga_peruviana",0,0,0,1,1.22729268236673,0,0,0.693147181,1,154.092324805339,23.562323526758,7.41177821451087,67.6332884672884,16.6432883811077,942.315091380288,198.874846402212,0.974792396863125,"Passeriformes"
"Conopophaga_roberti",0,0,0,1,1.14373052750009,0,0,0.693147181,1,132.62252346194,26.8201462106237,8.25075368264669,61.3166295818293,18.8751078974592,1381.60099851352,140.763971819992,2.03262603818997,"Passeriformes"
"Conopophila_albogularis",0,0,0,1,0.46373401623214,0,0,0.693147181,1,51.052754982415,26.3765618904534,7.89340175168036,60.7798458586824,19.2911194243437,1353.95594678479,156.915170030493,2.4933276270716,"Passeriformes"
"Conopophila_rufogularis",1,1,0,0,0.444685821261446,0,1,0.916290732,1,49.0376210235131,25.8428986169051,10.942621975376,52.6307788140107,21.242475229477,1600.25082996557,78.227501319333,3.10630311029416,"Passeriformes"
"Conopophila_whitei",0,0,0,1,0.336472236621213,0,0,0.693147181,2,36.0762076207621,24.577441304788,13.8484618997846,41.3837433839896,25.0295791517247,1886.13964411578,21.1275312648033,4.50761436893888,"Passeriformes"
"Conostoma_oemodium",0,0,0,1,1.77556038890046,0,0,0.916290732,1,76.2009413468501,9.9200407444116,9.9631619683044,62.4870110814939,18.7864618874563,497.719343208904,161.981848153923,2.68987998843279,"Passeriformes"
"Conothraupis_speculigera",0,0,0,1,1.0831898099398,0,0,0.914402157,3,47.9808917197452,21.5636916494673,9.32851622514664,63.3909081380079,19.2807735273033,961.965143677535,59.8510253414227,1.82146726918828,"Passeriformes"
"Contopus_caribaeus",0,0,0,1,0.488899743454624,0,0,1.098612289,1,13.2039024390244,25.1830350792117,6.60767881067788,62.268740461396,19.7912010806944,1211.89001256431,115.608200549614,2.94417316750782,"Passeriformes"
"Contopus_cinereus",0,0,0,1,0.524728528934982,0,0,0.916290732,2,133.729208417022,24.5407905302968,8.19732538194375,62.2634016062075,18.1997638205851,1181.80060582392,152.064918324869,2.22984003666833,"Passeriformes"
"Contopus_cooperi",0,0,0,1,1.08180517035173,0,0,1.386294361,3,41.3706983012599,5.14717843106841,10.2534129423631,56.8136908229239,18.497485209967,453.749673676238,68.3786941516036,3.05492114489362,"Passeriformes"
"Contopus_fumigatus",0,0,0,1,0.902791520126009,0,0,0.99889426,1,106.955942028986,18.2927020107951,7.76272619192151,67.8055002096425,16.6997583107326,705.191537850053,218.216485328121,1.45563389447576,"Passeriformes"
"Contopus_hispaniolensis",0,0,0,1,0.534082415033704,0,0,1.098612289,1,14.1743697478992,23.6861090279427,7.36487254775873,63.9611993517195,19.9679646572145,1072.05510166713,127.578935543028,2.48364092672572,"Passeriformes"
"Contopus_latirostris",0,0,0,1,0.540096490771756,0,0,0.693147181,1,9.03370786516854,24.8592246194904,4.5719232023432,65.8939527447304,20.7826846262042,1077.80815758866,168.660903244876,2.89350531878096,"Passeriformes"
"Contopus_lugubris",0,0,0,1,0.92515154545848,0,0,0.99889426,1,106.860759493671,17.2036648400222,6.69487830053402,70.7593902394741,15.9635887870306,578.228085674817,365.885556764241,1.49734067011483,"Passeriformes"
"Contopus_nigrescens",0,0,0,1,0.429838435911434,0,0,0.99889426,1,122.138075313808,21.0980193631586,7.56312574070035,67.8612314860026,16.7978458351337,820.802965661638,231.318848241489,0.926007866693175,"Passeriformes"
"Contopus_ochraceus",0,0,0,1,1.0219935853677,0,0,0.99889426,1,85.3529411764706,12.457943130942,7.03512814465691,67.3256261488971,15.799189343172,469.922770780676,377.570118623621,1.85901223561343,"Passeriformes"
"Contopus_pallidus",0,0,0,1,0.480726769078372,0,0,0.99889426,1,10.2333333333333,24.7194963243273,5.9329255633884,65.5603039635552,20.4507449256049,1079.72217610677,141.248895348443,2.48679599364599,"Passeriformes"
"Contopus_pertinax",0,0,0,1,1.01523067972906,0,0,1.098612289,1,83.1449275362319,18.9959997888409,11.9108875962838,56.6226828499014,21.4476005389993,979.720636782439,99.8374489838495,1.8542468345142,"Passeriformes"
"Contopus_sordidulus",0,0,0,1,0.632158112122158,0,0,1.098612289,3,53.6620519159456,7.55858263113973,11.8047914344389,54.2552814860869,21.051138953196,559.232346260061,68.2754720961944,2.75079531295338,"Passeriformes"
"Contopus_virens",0,0,0,1,0.579418415231602,0,0,1.098612289,3,51.9703658107633,14.1628760359592,10.1396018784628,57.4241301445654,19.2163298534248,761.257548596211,104.756175641312,3.22861265588448,"Passeriformes"
"Copsychus_albospecularis",1,0,1,0,1.01652971170851,0,0,1.098612289,1,35.7126498511801,22.7901729508581,8.24647236265423,63.3408483976527,19.3129172456862,1051.99209740639,159.334411161144,2.54983442889944,"Passeriformes"
"Copsychus_cebuensis",0,0,0,1,1.16221120069877,0,0,0.916290732,1,31.4102564102564,26.4330647786458,2.94701669155023,67.93926855234,19.0167152698223,1114.20993433243,146.939942971254,2.92720103875185,"Passeriformes"
"Copsychus_luzoniensis",0,0,0,1,1.0374123826366,0,0,0.693147181,1,43.1058521775545,25.5261521364875,4.67967564864974,68.2093199230318,18.0307150057512,1052.23744410861,233.01840995025,3.01110391114375,"Passeriformes"
"Copsychus_malabaricus",1,0,1,0,1.26694760348732,0,1,1.386294361,1,74.9480896958652,25.8698345139921,5.18860213077379,64.6847701359844,18.0843754227474,1186.40283020616,232.495517458777,2.12014741245323,"Passeriformes"
"Copsychus_saularis",1,0,1,0,1.23256026117785,0,0,1.252762968,1,74.8192250228199,24.8874177179528,7.05524047317301,63.8659050996109,17.9946490364429,1181.75953331181,200.587171010698,2.47666153908908,"Passeriformes"
"Copsychus_stricklandii",1,0,1,0,1.26694760348732,0,1,1.162423801,1,124.042520855145,24.9724528805383,7.97902188105739,64.6782977748269,17.5346978710731,1133.10146953007,223.176744428915,1.84230395268615,"Passeriformes"
"Coracias_abyssinicus",1,0,1,0,2.4423470353692,0,0,1.504077397,1,92.9952006911005,27.5228826194841,11.4884022745647,49.618507795229,21.2099514021757,1906.09214903816,72.5812967164742,2.86857460072022,"Coraciiformes"
"Coracias_benghalensis",1,0,1,0,2.69124308278583,0,0,1.386294361,2,93.1754775316362,26.0539043644161,10.1073299809601,56.7853887534147,19.2590928473873,1534.75690125929,131.955605704801,2.59221887791402,"Coraciiformes"
"Coracias_caudatus",1,0,1,0,2.484906649788,0,0,1.098612289,2,98.1036043760074,22.4820601451555,11.1961617119016,54.5429605823083,20.9382218127565,1265.01356484352,71.5883431910994,2.7089544271618,"Coraciiformes"
"Coracias_cyanogaster",1,0,1,0,2.50959926237837,0,1,1.223775432,1,118.016261765141,26.8095297682064,10.4802014073572,54.8906976320766,19.8733076190417,1629.91479235932,104.790801331425,2.27038242386566,"Coraciiformes"
"Coracias_garrulus",1,0,1,0,2.73436750941958,0,0,1.504077397,3,48.3962170595136,14.1675051796746,11.0075216875721,53.0378952909606,20.1580111462553,931.792055423257,43.3340468394394,3.55794186900163,"Coraciiformes"
"Coracias_naevia",1,0,1,0,2.74406063862524,0,0,1.098612289,1,101.123453579522,24.7514705322671,11.4466440748178,51.8992862511274,21.0846529187888,1548.27730713541,68.3527059928488,2.83032039714181,"Coraciiformes"
"Coracias_spatulatus",1,0,1,0,2.31253542384721,0,0,1.098612289,1,111.65933225342,22.634098451716,10.3516693261564,56.7090675714121,20.0633686349236,1201.87036001811,82.94493890418,2.2949250636983,"Coraciiformes"
"Coracias_temminckii",1,0,1,0,2.68716508684837,0,0,1.098612289,1,45.4404388714734,24.8623808155239,5.35921490080304,68.7306643698283,18.4956340281567,993.511366171523,225.417409496248,1.45780842837682,"Coraciiformes"
"Coracina_azurea",0,0,0,1,1.65778346596935,0,0,0.726372828,1,141.943333333333,24.4546753512488,7.73263809727687,67.124398799971,16.8053509972766,1016.13120202956,159.984189717411,1.39375751182534,"Passeriformes"
"Coracina_boyeri",0,0,0,1,1.94154090264189,0,0,0,1,46.4506820566632,25.3644681398833,6.09079216509776,68.9605990380163,16.6280341178398,1009.80652545023,280.77203545532,1.28781228591488,"Passeriformes"
"Coracina_caesia",0,0,0,1,1.67632852697993,0,0,0.405465108,1,113.939490006892,20.5096599122724,9.82136696697842,58.8703893670701,19.6403243324495,1028.0613465365,109.73384020994,2.40683545399172,"Passeriformes"
"Coracina_cinerea",0,0,0,1,1.66030415396756,0,0,0,1,21.1359786000891,23.6906102822925,4.99315554094024,64.8170352804837,20.2467315784799,1051.17816829242,143.957953942302,2.47753122658853,"Passeriformes"
"Coracina_fimbriata",0,0,0,1,1.30038593311289,0,0,0.693147181,1,142.693595578674,25.8284101628823,6.82172331372845,68.2590642471462,17.5440300850316,1060.53125981206,260.838105843498,1.46933553722943,"Passeriformes"
"Coracina_javensis",0,0,0,1,2.15176220325946,0,0,0.693147181,1,116.710368466153,22.4917931570788,8.50200099925283,63.4702879514691,16.5049527048317,1024.25308903597,205.231104634899,2.1707970308958,"Passeriformes"
"Coracina_leucopygia",0,0,0,1,1.95972586530089,0,0,0.726372828,1,45.7974493623406,24.6801541321991,5.43620976521749,68.8213429776512,18.4328720424735,980.829378578776,229.32918138783,1.44258529059617,"Passeriformes"
"Coracina_lineata",0,0,0,1,1.94442168884783,0,0,0.405465108,1,46.2968099861304,22.6821525198459,7.33557836972111,64.4529543922565,18.6191635247101,991.060587925889,211.29392629041,2.167766624969,"Passeriformes"
"Coracina_longicauda",0,0,0,1,2.10413415427021,0,0,0,1,29.6689254598258,15.3015175410416,6.97861775124061,70.3176953997986,15.4697578925015,524.347387293532,390.703881986605,1.25088823153227,"Passeriformes"
"Coracina_macei",0,0,0,1,2.15176220325946,0,0,0.916290732,1,82.0064902186421,27.1869330621506,10.8316277803129,53.1200983580841,20.2471935571598,1754.7721224951,93.6401789351574,2.86822485051303,"Passeriformes"
"Coracina_maxima",0,0,0,1,2.44855926639953,0,1,0.916290732,1,36.5940361466443,23.309779920509,12.7897918783853,45.9927041431755,23.7237941944132,1628.17819739466,32.8660758378113,4.11789008158094,"Passeriformes"
"Coracina_melanoptera",0,0,0,1,1.3201913381206,0,0,0.916290732,1,84.8898645258404,25.1858821398519,9.86559424541491,57.1540034715697,19.3914056520515,1416.37615107772,151.218303281341,2.49046019388095,"Passeriformes"
"Coracina_melas",0,0,0,1,1.85565746527322,0,0,0.726372828,1,46.1797672336616,25.4911992058545,6.04219857645334,68.8753345117253,16.6932447141478,1018.95514385937,274.703644323392,1.31162354716683,"Passeriformes"
"Coracina_melaschistos",0,0,0,1,1.60178818513598,0,0,1.098612289,1,103.224990597969,20.4291819429542,8.77850414893076,62.0161430715872,16.2271559897171,961.758115896833,181.21285367284,2.3368196568508,"Passeriformes"
"Coracina_novaehollandiae",0,0,0,1,2.15176220325946,0,0,0.916290732,1,39.5293708724366,22.4228718174363,12.0761781119917,49.5164798388232,23.0585925900254,1448.09492147025,48.7494907621961,3.79090388545116,"Passeriformes"
"Coracina_papuensis",0,0,0,1,1.87180217690159,0,0,0.916290732,1,44.814062959694,23.6238944824565,9.5232599475658,57.3907966675496,20.4100962261061,1279.29668066929,134.809678855802,2.6818541803483,"Passeriformes"
"Coracina_pectoralis",0,0,0,1,1.58923520511658,0,0,0.405465108,1,112.733056405772,23.8029591133775,10.5511082668204,55.6837746184415,20.0844580988515,1342.68640332741,95.5278991736332,2.1696709172156,"Passeriformes"
"Coracina_polioptera",0,0,0,1,1.45846907367738,0,0,0.916290732,1,114.660705160961,24.6502206006746,8.44173150069871,63.9059589966215,17.3462992424332,1136.57629246907,197.855709336478,2.2758086736534,"Passeriformes"
"Coracina_schistacea",0,0,0,1,1.95972586530089,0,0,0.726372828,1,20.2769230769231,25.2880648686336,2.93977417579064,69.7394870464618,19.1013937730056,985.771764197716,193.311665344238,1.5282869549898,"Passeriformes"
"Coracina_striata",0,0,0,1,2.35061253684246,0,0,0.726372828,1,65.1470277191222,26.1516727231572,4.48806282650356,67.0784305468548,18.1506701675678,1123.73583224654,236.743831102672,2.41466311356546,"Passeriformes"
"Coracina_temminckii",0,0,0,1,1.95972586530089,0,0,0.726372828,1,47.1992537313433,23.0927146142988,5.89535230736234,69.6143635678647,17.9386990703754,873.471263418625,256.75389297827,1.26736957261811,"Passeriformes"
"Coracina_tenuirostris",0,0,0,1,2.05209789271504,0,0,0,1,20.4705160772081,25.3776920103249,3.47535817061647,68.4307406856758,18.6847840649657,1031.12777551787,270.69520115828,1.95626951907539,"Passeriformes"
"Coracina_typica",0,0,0,1,1.59998769364604,0,0,0.693147181,1,1,22.0092124938965,3.51290893554688,65.0043640136719,20.326545715332,936.596435546875,146.974105834961,3.79609680175781,"Passeriformes"
"Coracopsis_nigra",1,0,1,0,2.4337976898718,0,1,0.916290732,1,21.9861445783133,23.2003791845468,6.47636817506997,65.0734903174711,19.593801033832,1014.77794266054,158.4443871433,2.5205847548074,"Psittaciformes"
"Coracopsis_vasa",1,0,1,0,3.17508132390817,0,1,1.098612289,1,29.4754781755763,23.3686120422404,8.91380685541547,61.281441370958,19.8805147816937,1141.42903063869,141.82260191236,2.69436205598348,"Psittaciformes"
"Coragyps_atratus",0,0,0,1,4.63472898822964,1,0,0.693147181,2,110.660075880235,22.1038318152921,9.10839719770034,60.8138601559605,19.2702712385194,1073.68600412074,138.677690773017,2.41347906407746,"Cathartiformes"
"Corapipo_altera",0,0,0,1,0.618478166821053,0,0,0.693147181,1,114.642557651992,24.3362714059698,6.35939563945155,68.8883172740976,16.3382677617063,959.345762864599,274.491169463663,1.47480388573006,"Passeriformes"
"Corapipo_gutturalis",0,0,0,1,0.374529910382128,0,0,0.693147181,1,171.722771225162,25.0921361907207,7.59441876150497,66.2904008138371,17.3282458117178,1083.73135267993,204.184889424026,1.18254952456186,"Passeriformes"
"Corapipo_leucorrhoa",0,0,0,1,0.618478166821053,0,0,0.693147181,1,114.642557651992,24.3362714059698,6.35939563945155,68.8883172740976,16.3382677617063,959.345762864599,274.491169463663,1.47480388573006,"Passeriformes"
"Corcorax_melanorhamphos",0,0,0,1,2.82731362192903,0,1,1.252762968,1,41.162653603454,19.6594925869426,11.3728414308744,52.0024970335566,22.6742452884663,1160.36797639612,52.6465812416735,3.53661033063781,"Passeriformes"
"Cormobates_leucophaea",1,0,1,0,1.17865499634165,0,0,0.916290732,1,44.5309961522018,18.1163930815476,10.4705340290437,56.4079577367293,21.6406339080276,945.403276525842,80.4160636291895,2.91550660640473,"Passeriformes"
"Corvinella_corvina",0,0,0,1,1.43389333991917,0,1,1.386294361,1,104.720416239191,27.2457920034767,11.3124817059464,50.8554387838002,20.8623499599839,1824.80477967802,84.9574065670945,2.63514495764452,"Passeriformes"
"Corvus_albicollis",0,0,0,1,3.40452517175483,0,0,1.252762968,2,110.308090310442,18.9060686567653,10.7641111328595,57.6989577182149,20.7674947935573,940.422572257041,89.4007604969972,2.95517886501517,"Passeriformes"
"Corvus_albus",0,0,0,1,3.08190996979504,0,0,1.386294361,2,95.5628430437147,24.5517834999696,10.914030665977,54.18769850049,20.6665630362101,1480.75675605103,84.2312958802749,2.65740199667002,"Passeriformes"
"Corvus_bennetti",0,0,0,1,2.72785282839839,0,0,1.609437912,1,35.6527734367818,23.7557477588103,13.0466717446699,44.9489307756693,24.0381666036434,1698.70460419163,28.4448396827883,4.23171941189383,"Passeriformes"
"Corvus_brachyrhynchos",0,0,0,1,2.88480071284671,1,1,1.504077397,2,45.6503494564012,9.324761911863,10.9747112418352,55.7795929095156,19.6872664490145,617.793421843835,72.4340826905776,3.50868704626468,"Passeriformes"
"Corvus_capensis",0,0,0,1,3.10458667846607,0,0,1.504077397,2,86.5410345013768,21.6141731856831,12.5392612556963,51.1014633072638,22.4468019625634,1307.94816245557,53.972831860953,3.16215309552508,"Passeriformes"
"Corvus_caurinus",0,0,0,1,2.81540871942271,0,1,1.504077397,2,30.3645655877342,6.09282889618305,6.93400897524832,62.9324650398917,15.8293427340623,367.883326132415,191.786385209638,3.50129124496824,"Passeriformes"
"Corvus_corax",0,0,0,1,3.3603753871419,0,0,1.609437912,2,41.1554837945912,5.91578842389411,10.4876459726857,55.6410135752509,19.1263205299036,590.210347636211,47.4877219913624,3.44127180520533,"Passeriformes"
"Corvus_corone",0,0,0,1,2.97297528643137,1,1,1.504077397,1,43.079289086636,6.66109848334118,10.4422525834945,55.1300292735787,18.5512625190073,591.576593025607,47.4873633857862,3.40044124238579,"Passeriformes"
"Corvus_coronoides",0,0,0,1,3.09104245335832,0,0,1.252762968,1,39.4373298768633,21.6131904636044,13.0188098160848,47.4674020995896,23.861485837144,1427.22136169948,32.0912709752229,4.11714470179453,"Passeriformes"
"Corvus_crassirostris",0,0,0,1,3.40452517175483,0,0,1.386294361,1,82.9828241374069,19.9553255323111,10.8930582864648,54.975288100039,20.2988927327748,1100.04499663588,103.322121375635,2.23745660617696,"Passeriformes"
"Corvus_cryptoleucus",0,0,0,1,3.04452243772342,0,0,1.791759469,1,69.7052204390334,20.2840326903733,14.0389142725173,47.3074331851798,24.4543912008314,1317.13600159536,34.1189962368437,3.82551478720573,"Passeriformes"
"Corvus_dauuricus",1,0,1,0,2.43361335540045,0,0,1.609437912,2,49.3209071401523,9.10628921554569,11.5728809584344,52.5664943981247,19.5412227389498,634.904178474771,54.0343055504355,3.65305892619004,"Passeriformes"
"Corvus_enca",0,0,0,1,2.54944517092557,0,0,0.916290732,1,70.40778920098,24.6440314094109,5.7995703260493,69.3927515919296,17.665616795974,960.775990854817,271.158258978527,1.54670024541425,"Passeriformes"
"Corvus_frugilegus",0,0,0,1,2.77258872223978,0,0,1.504077397,1,49.8896384042962,8.9783196909139,10.0956665479502,56.2128057190133,17.4176531013363,608.708314453789,47.3754832969017,3.48255304348019,"Passeriformes"
"Corvus_imparatus",0,0,0,1,2.40218030709338,0,0,1.386294361,1,75.3470198675497,24.6036757462862,9.50471580707474,60.7149289870104,19.7587987672414,1236.10902107694,74.3585626715856,3.18121494062689,"Passeriformes"
"Corvus_jamaicensis",1,0,1,0,2.68153555822232,0,0,1.098612289,1,10.1875,24.8296392560005,5.9329696893692,65.418992638588,20.4584147135417,1091.13089052836,138.788276672363,2.48383483166496,"Passeriformes"
"Corvus_leucognaphalus",0,0,0,1,2.93362948813558,0,0,1.252762968,1,16.8222222222222,20.7780389149984,7.33705993228488,64.8810429890951,19.7028832753499,880.927681477865,147.175186072456,2.30596810711755,"Passeriformes"
"Corvus_levaillantii",0,0,0,1,2.90690105984738,0,0,1.386294361,1,80.2445611531816,19.0481699050572,9.29027262929514,59.0895635207302,17.9981954474397,1018.12420893923,138.779080764017,2.71787146802976,"Passeriformes"
"Corvus_macrorhynchos",0,0,0,1,2.90690105984738,0,0,1.609437912,1,80.2445611531816,19.0481699050572,9.29027262929514,59.0895635207302,17.9981954474397,1018.12420893923,138.779080764017,2.71787146802976,"Passeriformes"
"Corvus_mellori",0,0,0,1,2.97642682990154,1,0,1.386294361,1,34.8938750289642,18.004775128144,11.4065718091371,51.4529984770958,22.9849982918335,1064.31034703165,42.2615676714737,3.92378747004694,"Passeriformes"
"Corvus_minutus",0,0,0,1,2.58231021420572,0,0,1.387667045,1,16.2616487455197,22.5028161968382,8.11094135708279,63.5067596162092,20.031004710864,1019.32391401175,124.6813243196,2.54748085835501,"Passeriformes"
"Corvus_monedula",1,0,1,0,2.42480272571829,1,0,1.386294361,2,47.7144185602899,10.4555798806179,10.3674268287924,55.1841790781041,18.8223364185949,678.538502070984,49.1917562521551,3.59180838225139,"Passeriformes"
"Corvus_moneduloides",0,0,0,1,2.62496098999046,0,0,0.916290732,1,6.65359477124183,21.8585843977585,5.43394533793132,63.9846214842952,18.2259961545857,954.253090852226,152.279540566837,2.95426394581016,"Passeriformes"
"Corvus_nasicus",0,0,0,1,2.82018721951332,0,0,1.386294361,1,13.576354679803,25.1979987985395,6.07818013459004,63.3476289833708,19.9700614572159,1180.71437621469,122.547252222822,2.77305555108733,"Passeriformes"
"Corvus_orru",0,0,0,1,2.85647020622048,0,0,1.252762968,1,35.9907467049605,24.3685773691662,7.3396178739508,62.2906761681714,18.9477277982152,1181.06353960386,204.106972663557,2.34344073304396,"Passeriformes"
"Corvus_ossifragus",0,0,0,1,2.64617479738412,0,1,1.504077397,1,50.890492045875,19.5248904755677,9.58228865491872,57.5134728121572,20.3416869374853,1001.2847317926,114.758376761891,3.52035116209968,"Passeriformes"
"Corvus_palmarum",0,0,0,1,2.58231021420572,0,0,1.252762968,1,16.2616487455197,22.5028161968382,8.11094135708279,63.5067596162092,20.031004710864,1019.32391401175,124.6813243196,2.54748085835501,"Passeriformes"
"Corvus_rhipidurus",0,0,0,1,3.08190996979504,0,0,1.386294361,1,58.6689724422626,24.8660916706828,12.0705981202973,47.7047871178207,22.3795336322869,1760.19222607184,41.8429740591477,3.40712906567807,"Passeriformes"
"Corvus_ruficollis",0,0,0,1,3.11129061418826,1,0,1.504077397,1,29.2628719139059,25.7659558217435,14.0131366589472,39.7974063534605,24.6410265617199,2157.73087780994,7.56720501412391,4.59546692252868,"Passeriformes"
"Corvus_sinaloae",0,0,0,1,2.47458402939368,0,0,1.504077397,1,82.2906976744186,23.8866269163383,14.1915165361508,52.2471502658933,24.224885655928,1438.62110273967,47.1288792735846,1.34204069588536,"Passeriformes"
"Corvus_splendens",0,0,0,1,2.61739583283408,0,0,1.504077397,1,56.1789819376026,27.353853563957,11.0702652766787,53.1381548300557,20.8631222009267,1774.59356198366,95.320386508807,2.78527384301516,"Passeriformes"
"Corvus_tasmanicus",0,0,0,1,3.09104245335832,1,0,1.504077397,1,31.0076314301865,14.2607120557853,9.66373686779684,57.631062583643,20.731740717028,718.191895747468,74.5816513156406,3.52614161111056,"Passeriformes"
"Corvus_tristis",0,0,0,1,3.08342018389332,0,0,0.693147181,1,45.5169332079022,24.6679924459209,6.18821816072078,69.2784774740799,16.5386437210928,965.493982410162,297.746306887388,1.23259215225113,"Passeriformes"
