"","pred","tmean","dtr","hurs","rsds","vpd","precp","wind"
"Teretistris_fornsi",13.1627906976744,25.0759016598842,6.23722120033678,63.7888152987458,19.7552683113157,1158.21002741377,124.005714209505,2.79805933828502
"Terpsiphone_atrochalybeia",7.71428571428571,24.3640801565988,1.28188514709473,71.6369781494141,18.2256183624268,878.051156180246,122.544991629464,1.37334251403809
"Terpsiphone_batesi",131.360347322721,24.076264327189,8.22118773281956,66.9394140945428,17.9493224844105,994.291972471264,149.545858935825,1.09128293413218
"Terpsiphone_bedfordi",161.526315789474,21.0254022389771,9.38667539063736,64.9542615944557,18.5661541402099,879.368493948871,181.640182711335,1.15794733275286
"Terpsiphone_bourbonnensis",0.315789473684211,19.2581306256746,3.94425643117804,65.4642263713636,20.1735594900031,793.815995065789,243.134738319799,2.78126737318541
"Terpsiphone_cinnamomea",57.8543799772469,25.6049068003927,5.12689349377386,67.995971597231,18.300742643007,1063.65924815242,247.000624160853,1.96001890088104
"Terpsiphone_cyanescens",47.7534246575342,26.5813434287293,3.02318988434256,66.3572712205861,18.8522943209295,1175.06295734562,180.687698155233,2.40333417507067
"Terpsiphone_floris",26.744,24.8374707336426,5.01993868509928,66.9564899088542,20.541611134847,1043.6038811849,137.473324951172,1.97069203297297
"Terpsiphone_mutata",34.865761086696,22.6608100628977,8.32585589980012,63.2718332925416,19.3356859524918,1046.97959376239,157.20074869812,2.54361681582401
"Terpsiphone_rufiventer",130.843357696814,24.4293523470898,8.42521470701003,65.1633062555821,17.8011408882841,1078.60765388215,147.934158375957,1.39373504944573
"Terpsiphone_rufocinerea",141.263493026076,23.8899658867054,7.50496238155608,67.842070293253,15.904073133405,956.88071180243,171.320924601604,1.38707007580703
"Terpsiphone_unirufa",45.3001968503937,25.2505894946301,4.9336252794491,67.8373993062598,17.9396687098375,1049.96076688992,239.345556687182,2.93458461374279
"Tersina_viridis",158.830000319969,24.2832537390375,7.68308673022297,66.0562204310247,17.1698593753847,1041.82226744953,191.852726277438,1.4644516704159
"Tesia_cyaniventer",104.302725968436,16.9909498466481,9.95222069194361,60.9594578363974,17.9688275056727,782.053591424184,161.125210404909,2.63233269926807
"Tesia_everetti",30.1182795698925,24.2185316085815,5.21768274614888,67.7317778884724,20.2012096528084,981.067489131804,155.839857450096,1.72736932225125
"Tesia_superciliaris",111.42,19.3875371551514,6.99093214035034,69.6946615600586,16.4520027732849,683.898450927734,310.536275939941,1.43596320390701
"Tetrao_urogalloides",39.5504731861199,-1.02136888907508,10.225908904582,57.7375820248042,17.0168585830815,335.728146296261,41.3277710484405,2.36336338862094
"Tetrao_urogallus",49.0733126747789,2.25863925272288,10.9135470074254,56.5661853397886,18.0291857774562,378.544173057798,66.00488455277,2.6637374698895
"Tetraogallus_altaicus",46.0528301886792,1.48940651134392,12.4010921768422,51.938450085442,21.5509099416013,411.653333322057,33.3610113464436,3.76581712899343
"Tetraogallus_caspius",45.8926108374384,7.97674084429267,11.4282588625189,53.3828338829755,22.9125312156865,601.747299938484,79.5936433970635,3.5586845770258
"Tetraogallus_caucasicus",37.8409090909091,-0.528003907931799,8.45464502681385,61.089975530451,19.5608874667775,250.350843602961,186.097181840376,4.69788816842166
"Tetraogallus_himalayensis",22.0821608946609,-3.99231537438799,12.3293802729589,55.4755100089234,25.7117748659583,238.349277056657,64.0296056743222,4.1202449366332
"Tetraogallus_tibetanus",17.49627202892,-4.06042629789944,12.9464686003628,55.8167688298215,26.1937660931787,228.280203198288,56.0835974152897,4.74677198309194
"Tetraophasis_obscurus",43.588996763754,2.78987717963409,11.6389005924892,58.3268436135598,20.8652529685628,331.365972821381,95.6514913657722,3.61803165762941
"Tetraophasis_szechenyii",34.6763400477979,1.90215823242832,11.3183735438523,60.8443772031733,23.2059977424963,299.288274046747,113.019461031048,4.01802148522676
"Thalasseus_bergii",12.5,25.9131529331207,4.42098903656006,62.8170433044434,20.2349523703257,1245.36763509115,123.369057238102,3.339680681626
"Thalassornis_leuconotus",97.7574637681159,21.5391558032105,10.6932618407927,55.4892832739457,20.8259423842637,1196.68659095654,87.1959197946217,2.73586169749066
"Thalurania_colombica",110.586190246258,24.1618343216967,6.28161561080421,68.3145019304689,16.0052541864488,972.715745926824,283.194722906395,1.47021856534919
"Thalurania_furcata",159.084936591401,24.9876110480203,7.7539333497958,65.5685901805855,17.3810054955688,1097.79163415259,182.493607406357,1.46901154471004
"Thalurania_glaucopis",148.91901085961,20.9972358853596,8.80485611231433,62.0918272663033,18.3985672823097,962.72199886631,145.165080661317,2.83732101274819
"Thalurania_ridgwayi",95.8503937007874,22.7174765369085,10.1428588431651,61.1610496701218,20.0148667613352,1068.31984536479,110.313327008345,1.12174331390952
"Thalurania_watertonii",104.921348314607,24.8628789601701,6.27532915051064,64.1334035851982,19.1016317324692,1135.58651801977,117.750341351113,3.01493492153253
"Thamnistes_aequatorialis",123.076100628931,21.7374532579626,7.529729874329,67.3525467158863,16.4398624360187,864.935383327652,231.200507829774,0.922518694175864
