"","Enclosed","Dome","Cavity","Open","Egg","Ground","Cooperative","Clutch","Migration","pred","tmean","dtr","hurs","rsds","vpd","precp","wind","Order","PC1","PC2"
"Aechmophorus_clarkii",0,0,0,1,3.77276093809464,1,0,1.252762968,3,53.8192873303167,12.2831601739537,13.1595806670944,51.8336506321419,21.9989232655564,767.691898017987,47.2250088981913,3.75711089092817,"Podicipediformes",2.53867335832456,-0.623473057477685
"Aechmophorus_occidentalis",0,0,0,1,3.77276093809464,0,0,1.252762968,3,53.0791536050157,11.6872382269882,13.0221314477572,52.1394540055294,21.6880377113757,738.586686420341,47.3944710740973,3.76294074222336,"Podicipediformes",2.44952318545365,-0.750062662565848
"Aegithalos_caudatus",1,1,0.5,0,-0.127833371509885,0.5,1,2.302585093,1,49.1698227279288,11.7023275006993,9.94172684406098,56.5523025968867,17.7453786631173,694.646590862009,70.5956003515846,3.15469695690854,"Passeriformes",0.639703100144213,-1.06806372821307
"Aegithalos_concinnus",1,1,0,0,-0.127793472305869,0,0,1.504077397,1,103.96420939182,18.5218506608882,9.12233841711566,62.7586999424804,17.4939278696069,833.536742363955,204.011794758291,2.2228109044443,"Passeriformes",-1.09477527411347,-0.017825730955568
"Aegithalos_iouschistos",1,1,0,0,-0.127793472305869,0,0,1.504077397,1,72.7688333916832,9.09994084200965,9.31373864854651,65.1067342653563,18.6723386635092,431.396232906156,202.98936931141,2.2263285057124,"Passeriformes",-0.988940096187372,-1.30365374946064
"Aegithalos_leucogenys",1,1,0,0,-0.127793472305869,0,0,1.871802177,1,44.8856,14.4814113129422,13.1346830474854,46.307213659668,25.2882153274536,1033.66700419922,60.9834272621155,3.26604478783607,"Passeriformes",3.20680370279353,0.508175295966166
"Aegithalos_niveogularis",1,1,0,0,-0.127793472305869,0,0,1.386294361,1,59.385518590998,8.92651698825454,11.6666414499749,55.4104194118552,23.1217113427687,568.599206913241,141.035529926098,2.11028871109341,"Passeriformes",1.07241221047663,-0.570465935063776
"Aegithina_lafresnayei",0,0,0,1,0.506798978701057,0,0,1.098612289,1,122.345532630007,24.4349128173609,8.15077999603981,64.3276784848949,17.1175007912283,1109.64181837948,188.906299374171,2.18334873216113,"Passeriformes",-1.38475878112569,0.785140761512589
"Aegithina_nigrolutea",0,0,0,1,0.506798978701057,0,0,0.916290732,1,72.6346749226006,29.5938820381283,12.9161773421816,44.8720198474801,23.4238269794098,2346.94016589469,36.9761122594308,3.11402242656094,"Passeriformes",3.14651715187699,3.58356009579508
"Aegolius_acadicus",1,0,1,0,2.32238772029023,0,0,1.791759469,3,53.7202518363064,7.61012284520785,12.8546750075169,51.0671232593773,23.5657944442093,601.35105174526,56.1059346041925,3.11410989204709,"Strigiformes",2.5106692140051,-0.896446403409248
"Aegolius_funereus",1,0,1,0,2.52572864430826,0,0,1.504077397,2,43.6821612572699,2.55692002998285,9.79340499915888,57.6919398822878,16.8463882168182,386.348979665279,53.7639170200776,2.74364086041021,"Strigiformes",0.373481569406559,-2.25735157939608
"Aegolius_ridgwayi",1,0,1,0,2.40336724150558,0,0,1.704748092,2,79.0905923344948,15.7006763930105,9.10845763508866,64.9742433767286,18.5686114939248,636.129123275704,204.219273849647,1.99142117346621,"Strigiformes",-1.18821339215818,-0.42070739058492
"Aegypius_monachus",0,0,0,1,5.49306144334055,0,0,0,1,41.5142810488645,9.31397085108475,12.6849629418019,48.2356473883305,22.264896816901,783.489090693888,38.0771817538337,3.93962010246685,"Accipitriformes",2.93406537710029,-0.806049518207815
"Aeronautes_saxatalis",1,0,1,1,0.741937344729377,0,0,1.504077397,1,61.0285650134717,15.6916892202168,13.1971449696153,49.247866230089,23.9523209401108,1031.74620250675,43.5881706989388,3.03822895476632,"Caprimulgiformes",2.76846403794776,0.466583286827971
"Aethopyga_boltoni",1,1,0,0,0.0212054634494987,0,0,0.643978157,1,55.9375,18.7842326164246,6.50625425577164,69.1328802108765,17.0435944795609,672.452579498291,244.673825263977,2.20752484351397,"Passeriformes",-2.2904704345474,-0.363635768028008
"Aethopyga_christinae",1,1,0,0,-0.231028810920519,0,0,1.098612289,1,103.774134493797,21.7140505820837,6.94438595808402,65.6986464570056,15.1574081064475,920.46173525225,192.251560660684,2.52714472894098,"Passeriformes",-1.86408531823268,-0.0191673095947926
"Aethopyga_gouldiae",1,1,0,0,-0.107936608715891,0,0,0.916290732,2,104.234117388437,17.7021971364228,8.99631734165838,62.6780193259255,16.428223763856,806.334364253103,172.305659210899,2.34726717584302,"Passeriformes",-1.06260651751023,-0.297316710278016
"Aethopyga_ignicauda",1,1,0,0,0.127536114933526,0,0,0.916290732,1,92.8639502762431,13.7896631407559,10.0097809412532,61.8135710579256,19.2532129887059,660.911090676956,189.635410111253,2.16599277845321,"Passeriformes",-0.528613304691346,-0.472822591046354
"Aethopyga_nipalensis",1,1,0,0,-0.0943106794712413,0,0,0.916290732,1,113.443307267709,19.2178158973307,9.37498927845687,62.6787790352857,17.390519814636,875.670665474254,202.905929963744,1.98303149908904,"Passeriformes",-1.1600050636505,0.161581589860598
"Aethopyga_pulcherrima",1,1,0,0,-0.114559279297289,0,0,1.098612289,1,54.4057071960298,24.9274113716618,5.37984043137903,68.0620665751379,18.0167219047215,1025.4691430558,246.471189886997,2.30765905037116,"Passeriformes",-2.21377306524425,0.727349693033865
"Aethopyga_saturata",1,1,0,0,-0.246460797654506,0,0,0.693147181,1,123.763769545006,21.4622537268939,8.82308526518715,63.3787876203843,16.679481449052,957.018609310913,186.564576068786,2.21459296774127,"Passeriformes",-1.24747515503243,0.291253674901538
"Aethopyga_siparaja",1,1,0,0,-0.105360515657826,0,0,0.693147181,1,64.9974644377895,25.6008836593101,7.09354433494716,63.2495908774444,18.7089227668626,1215.60692679943,186.632992669409,3.11305127279833,"Passeriformes",-0.815763327414959,0.926051438867208
"Agapornis_taranta",1,0,1,0,1.49856659281732,0,0,1.609437912,1,82.1889460154242,17.93888314279,10.9534006192323,57.0155676177351,20.0591391806124,917.623101594822,123.181322048746,1.98857046131303,"Psittaciformes",0.343181964504433,0.365504929579834
"Agelaius_assimilis",0,0,0,1,1.39252491087053,0,0,0.916290732,2,13.4324324324324,25.2366498483194,6.98505628431166,61.3468183569006,19.8145156551052,1244.68285637933,114.285327602077,2.46293495152448,"Passeriformes",-0.424828029742459,1.15465501994599
"Agelaius_humeralis",0,0,0,1,1.20840271158192,0,0,1.252762968,1,14.2485345838218,25.1602211266861,7.06260031356901,62.5083272605261,19.6122746707965,1203.34266059759,117.966344620949,2.86656177435223,"Passeriformes",-0.385324420232562,0.937776620418138
"Agelaius_phoeniceus",0,0,0,1,1.39252491087053,0,0,1.098612289,3,48.253944164049,12.8669621867755,10.8409756160046,56.1104531810374,19.8079366572547,750.398680955048,77.9768482798538,3.99464234398284,"Passeriformes",1.45270070069074,-0.919444423577784
"Agelaius_tricolor",0,0,0,1,1.34025042261848,1,0,1.386294361,2,42.8051948051948,18.5009408281995,13.9806976442213,50.779080319095,24.2120751120827,1117.7327541599,26.9372232759154,2.9957087940984,"Passeriformes",2.86869774505704,0.80619103684283
"Agelaius_xanthomus",1,0,1,1,1.24323571774262,0,0,1.098612289,1,7.33333333333333,26.2553551991781,3.3278636932373,61.9398015340169,21.0368900299072,1296.51798502604,97.1131973266602,4.22291787465413,"Passeriformes",-0.0394254972836123,0.859604920082928
"Aglaiocercus_berlepschi",1,1,0,0,-0.47142093554998,0,0,0.693147181,1,99.6666666666667,18.7322775522868,8.36589845021566,65.5421880086263,18.4027315775553,747.965393066406,137.641194661458,2.82403604189555,"Caprimulgiformes",-0.715036482601854,-0.375138786818027
"Aimophila_aestivalis",0,0,0,1,0.864997437486605,1,0,1.386294361,2,58.8561655549855,19.9419247433327,10.4700646009815,57.745206107069,20.2981211380284,1012.7991073397,117.930824115375,2.72012591987915,"Passeriformes",0.577686559463235,0.457777177885463
"Aimophila_botterii",0,0,0,1,1.01160091167848,1,0,1.252762968,2,77.1123620806125,21.588881564339,12.0046176880336,54.6386996357056,21.8339506013789,1201.73890526953,72.89923803059,2.42727462031019,"Passeriformes",1.41015817102415,1.1021274010439
"Aimophila_carpalis",0,0,0,1,0.667829372575655,0,0,1.386294361,1,66.5724043715847,23.4097546560517,14.9171649627998,42.8947463895454,27.0194448213108,1707.71633936147,8.04608370844132,2.62516995706682,"Passeriformes",4.0377369194756,2.5788402633819
"Aimophila_cassinii",0,0,0,1,0.746687947487975,1,0,1.386294361,2,64.8465107977869,18.9829772011317,13.9118441318982,47.7597771861948,24.1885840680174,1233.74098182418,38.9478463888154,3.97380492735309,"Passeriformes",3.44101992985193,0.817264407719921
"Aimophila_mystacalis",0,0,0,1,0.942733900322758,1,0,1.252762968,1,65.031847133758,18.3849547866044,12.3890118447079,57.6104868020222,20.9777922174733,915.178630075637,60.7649907397616,2.83248293855388,"Passeriformes",1.33121325980808,0.152360111616718
"Aimophila_quinquestriata",0,0,0,1,0.864930073954575,0,0,1.386294361,1,74.4449064449065,20.3642154146381,16.3730432565891,42.0545318111808,26.4328177128909,1457.22557109111,20.1829281378685,2.46420808120973,"Passeriformes",4.09084311904456,1.99255459875135
"Aimophila_rufescens",0,0,0,1,1.25823355749928,1,0,0.916290732,1,81.3259385665529,20.205812954333,11.4578470879447,57.6991253153049,20.7834143659767,1025.29096345869,111.409434106651,1.98299263562155,"Passeriformes",0.538387079363331,0.748133331062519
"Aimophila_ruficauda",0,0,0,1,1.12199117430675,0,1,1.098612289,1,79.4172749391728,23.4744064411494,10.2282980449395,58.7593054156524,20.3831175458402,1218.26055346363,108.005228426238,1.96863562045113,"Passeriformes",0.213193348744451,1.23367078036313
"Aimophila_ruficeps",0,0,0,1,1.00063188030791,1,0,1.386294361,1,66.9428249175777,17.8445422765221,13.3541467259705,50.5359137156306,23.5384303476379,1063.74773404997,52.070230302423,3.16440109533919,"Passeriformes",2.62100210135951,0.599102751625716
"Aix_galericulata",1,0,1,1,3.71357206670431,1,0,2.351375257,3,50.0873585017484,7.738368514199,10.0654388261888,56.2361777870867,18.3095218914712,530.180321472707,81.462024223442,3.15680120636416,"Anseriformes",0.739185699467267,-1.55611173342677
"Aix_sponsa",1,0,1,0,3.77276093809464,0,0,2.48490665,1,46.8613272311213,10.1103401390609,10.41629265491,57.0172518043526,18.9247721534572,603.631909631706,87.527031086437,3.61260987625366,"Anseriformes",0.979342848143785,-1.33629255471365
"Alaemon_alaudipes",0,0,0,1,1.28785428830664,1,0,1.098612289,1,28.8104552401958,25.9399218343158,14.0352586538403,40.0540957408706,24.9670624637672,2160.8803376562,7.28738189165185,4.53505317936772,"Passeriformes",4.66044116153386,2.80332408407769
"Alaemon_hamertoni",0,0,0,1,1.17388933861258,1,0,0.916290732,1,30.0094339622642,24.4985045307087,8.79080819183925,56.2983263843464,21.6113399289689,1352.44014178582,24.571912261675,4.41475685587469,"Passeriformes",1.8084063755365,0.85428147623817
"Alauda_arvensis",0,0,0,1,1.20896034583698,1,0,1.386294361,2,43.0598159277032,7.6686829600048,10.5234626192746,54.6213199657748,18.8990759702948,598.495653221558,43.0279244895534,3.87564903276641,"Passeriformes",1.53124055689105,-1.62671917074896
"Alauda_gulgula",0,0,0,1,1.13462272619114,1,0,1.252762968,2,61.6663735490679,21.10232123386,11.5357730266762,51.3525029176955,21.3788085218359,1438.30239188807,74.0047126679281,3.35556188818019,"Passeriformes",1.9525323470445,1.18968447824504
"Alcedo_argentata",1,0,1,0,1.06314233251648,0,0,1.32591385,1,52.6989820441514,26.1366971728198,4.91038654314427,67.816663438122,18.3961132454873,1100.21548027206,251.194123812069,2.12918846986482,"Coraciiformes",-2.30944879305568,1.02750665373711
"Alcedo_cristata",1,0,1,0,0.896088024556636,0,0,1.504077397,1,5.60714285714285,25.0889056750706,1.35800218582153,69.4378623962403,18.0738248825074,985.725346156528,129.444023677281,1.85526561737061,"Coraciiformes",-2.57078232056037,0.58375948495051
"Alcedo_cyanopectus",1,0,1,0,1.21052883690253,0,0,1.32591385,1,41.894131379207,25.9676987436156,4.75033893549568,67.4077379200398,18.1941628142645,1105.43318243271,215.327433412095,3.03155203770703,"Coraciiformes",-1.77829931458557,0.705525612532009
"Alcedo_hercules",1,0,1,0,1.41149357975399,0,0,1.609437912,1,127.175632183908,21.9418615163606,8.68598488643252,63.8252792358398,16.2111167898945,968.051223832054,200.516493631999,1.94767161231616,"Coraciiformes",-1.56087082358902,0.389485371247635
"Alcippe_brunnea",1,1,0,0,0.854016126357972,0,0,1.252762968,1,101.000228963938,18.7012635953234,7.54645318777546,64.5139009647118,13.6406677573629,803.40904403014,204.548083257648,2.52773363925282,"Passeriformes",-1.96669864576667,-0.522981240502531
"Alcippe_castaneceps",1,1,0,0,0.709308196505468,0,0,1.386294361,1,123.059482583011,20.8656388937601,9.04748604297152,63.4971525363607,16.8739085537422,934.974595976546,205.596927466425,1.90159866291203,"Passeriformes",-1.41046313212886,0.343620555770994
"Alcippe_chrysotis",1,1,0,1,0.00208362175174534,0,0,1.252762968,1,100.09175602039,15.3120789825445,9.24936177387328,62.5295198681611,16.6025016526175,691.757237035249,160.664686851079,2.50518907829504,"Passeriformes",-0.851897593063399,-0.699695324630836
"Alcippe_cinereiceps",0,0,0,1,0.390963230342897,0,0,1.255863746,1,69.1178650852483,10.5156322386284,9.28035475643941,61.6557938000995,16.7336696422568,528.851103842744,115.275449084034,2.7766324990409,"Passeriformes",-0.390774143723237,-1.43409277738489
"Alcippe_dubia",1,1,0,0,0.854016126357972,1,0,1.098612289,1,116.733942747173,18.7510084961939,8.91997622199032,63.2908017170208,15.910499763397,823.826424748042,182.940308495843,2.30817982412486,"Passeriformes",-1.28171033532067,-0.221284418326442
"Alcippe_morrisonia",0,0,0,1,0.758440197150474,0,0,1.098612289,2,107.367261713551,19.4422266697206,8.38955767226577,63.3026268100253,15.3064555296426,867.232457656234,179.762697817585,2.39126956989403,"Passeriformes",-1.41211092690623,-0.186924896959596
"Alcippe_nipalensis",0,0,0,1,0.657520002916794,0,0,1.252762968,1,114.019476372925,20.6648640733112,9.23922586760759,62.1458409383684,17.6039650522429,954.54294789827,271.954163183502,1.54868401190216,"Passeriformes",-1.63665667896492,0.643368523741025
"Alcippe_peracensis",0,0,0,1,0.743207783570569,0,0,0.693147181,1,135.454545454545,22.2806466477476,8.03747028639008,67.0084374021171,17.1434131651621,903.470653812345,223.572855178892,2.30088902847715,"Passeriformes",-1.73080800996594,0.268096303729044
"Alcippe_poioicephala",0,0,0,1,0.8754687373539,0,1,0.916290732,1,113.795319926874,23.4038938472825,9.20791067880076,61.8347804907427,17.3454852315843,1128.86084457035,189.688763477597,2.1064523875539,"Passeriformes",-1.01731475031716,0.833087303757201
"Alcippe_rufogularis",1,1,0,1,0.669285776120344,1,0,1.252762968,1,126.083054626533,22.9375824157477,8.25982814967433,64.42011040695,16.3107752079682,1011.60467704509,200.945054542261,2.07261328775448,"Passeriformes",-1.60958367246124,0.493592531807767
"Alcippe_vinipectus",0,0,0,1,0.625938430866495,0,0,1.098612289,1,77.2097846317469,10.2290494326564,10.5383987514239,60.982846511358,19.9656992483507,539.661239916135,140.612987085214,2.80038148999943,"Passeriformes",0.262070564207223,-1.10008728128256
"Alectoris_barbara",0,0,0,1,2.97552956623647,1,0,2.564949357,1,36.3871233327845,19.9930106987773,12.9224938969429,48.4103024884894,24.7586075101086,1307.64124047216,15.8985989139173,4.42538805178121,"Galliformes",3.6339464086909,0.880387496389919
"Alectoris_chukar",0,0,0,1,3.03974915897077,1,0,2.251291799,1,39.5561742143034,11.8222718604306,12.5954747568762,47.6884416881979,22.8771180355445,943.687029656091,35.2583884281477,3.92796446055382,"Galliformes",3.06659338726218,-0.301493959762859
"Alectoris_graeca",0,0,0,1,2.98061863574394,1,0,2.397895273,1,45.016173245614,11.4638598175881,9.68558337827001,58.4373683281112,19.1112791033168,614.748829373142,89.1150259344201,2.82710761848118,"Galliformes",0.434956548409856,-1.00728373886385
"Alectoris_magna",0,0,0,1,2.98061863574394,1,0,1.807848582,1,35.7821516900247,6.57086293482952,13.2399611761033,48.1877087391022,22.8009618557099,578.323475648231,38.5386264892472,3.82439962343942,"Galliformes",3.04937002901354,-1.25012756262113
"Alectoris_melanocephala",0,0,0,1,3.38601806115359,1,0,1.871802177,1,34.5840935005701,24.6039268141326,11.6151986807211,49.28368933035,22.2590409461558,1646.1331823473,18.5455849343994,3.45179864900142,"Galliformes",2.56352699971319,1.79135525938881
